Hardware config,Submodule Instance,isRTL,ConvKernelDim (dimensions flattened),Dilation (dimensions flattened),Input Feature Map Channels,Input Feature Map Dim (dimensions flattened),ImgDim (dimensions flattened),K,Labels,MH,MW,NumChannels,Output Feature Map Dim (dimensions flattened),PE,Padding (dimensions flattened),SIMD,Stride (dimensions flattened),accDataType (bits),cycles_estimate,inputDataType (bits),noActivation,numInputVectors (dimensions flattened),op_type,outputDataType (bits),parallel_window,ram_style,weightDataType (bits),Total LUT,BRAM (36k eq.),DSP Blocks
t2w2_run26_80_modify_folding_greedy_BOTH,MVAU_hls_1,0,,,,,,,,8.0,144.0,,,2.0,,72.0,,9.0,512.0,2.0,0.0,64.0,MVAU_hls,2.0,,,2.0,1172,4.0,144
t2w2_run26_80_modify_folding_greedy_BOTH,MVAU_hls_2,0,,,,,,,,16.0,72.0,,,2.0,,18.0,,8.0,512.0,2.0,0.0,16.0,MVAU_hls,2.0,,,2.0,518,1.0,36
t2w2_run26_80_modify_folding_greedy_BOTH,MVAU_hls_3,0,,,,,,,,8.0,144.0,,,1.0,,3.0,,9.0,1536.0,2.0,0.0,4.0,MVAU_hls,2.0,,,2.0,432,0.5,3
t2w2_run26_80_modify_folding_greedy_BOTH,MVAU_hls_4,0,,,,,,,,6.0,32.0,,,1.0,,1.0,,7.0,192.0,2.0,1.0,1.0,MVAU_hls,7.0,,,2.0,322,0.5,1
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,,,,,,341,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_11,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_12,1,,,,,,,,,,,,,,,,,,,,,,,,,,47,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_13,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_14,1,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_15,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_16,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_17,1,,,,,,,,,,,,,,,,,,,,,,,,,,84,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_18,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_19,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,628,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_20,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,113,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,71,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,,,,,,151,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w2_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,4.0,4.0,,1158.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,1.0,distributed,,141,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,ConvolutionInputGenerator_rtl_1,1,9.0,1.0,16.0,324.0,,,,,,,64.0,,,16.0,4.0,,615.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,0.0,distributed,,301,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,ConvolutionInputGenerator_rtl_2,1,9.0,1.0,8.0,100.0,,,,,,,16.0,,,2.0,4.0,,668.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,0.0,distributed,,190,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,ConvolutionInputGenerator_rtl_3,1,9.0,1.0,16.0,36.0,,,,,,,4.0,,,2.0,4.0,,408.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,0.0,distributed,,193,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,4.0,,,1156.0,8.0,,,FMPadding_rtl,,,,,64,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_1,1,,,,,256.0,,,,,16.0,,,1.0,8.0,,,648.0,8.0,,,FMPadding_rtl,,,,,72,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_2,1,,,,,64.0,,,,,8.0,,,1.0,2.0,,,400.0,8.0,,,FMPadding_rtl,,,,,44,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_3,1,,,,,16.0,,,,,16.0,,,1.0,2.0,,,288.0,8.0,,,FMPadding_rtl,,,,,50,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,18.0,,1.0,LabelSelect_hls,8.0,,,,90,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,MVAU_hls_0,0,,,,,,,,16.0,36.0,,,4.0,,36.0,,18.0,1024.0,8.0,0.0,256.0,MVAU_hls,8.0,,,7.0,12446,14.0,144
t2w8_run26_20_modify_folding_naive_BOTH,MVAU_hls_1,0,,,,,,,,8.0,144.0,,,2.0,,36.0,,20.0,1024.0,8.0,0.0,64.0,MVAU_hls,8.0,,,8.0,7705,8.0,72
t2w8_run26_20_modify_folding_naive_BOTH,MVAU_hls_2,0,,,,,,,,16.0,72.0,,,2.0,,12.0,,19.0,768.0,8.0,0.0,16.0,MVAU_hls,8.0,,,8.0,6637,3.0,24
t2w8_run26_20_modify_folding_naive_BOTH,MVAU_hls_3,0,,,,,,,,8.0,144.0,,,2.0,,4.0,,19.0,576.0,8.0,0.0,4.0,MVAU_hls,8.0,,,7.0,6320,1.0,8
t2w8_run26_20_modify_folding_naive_BOTH,MVAU_rtl_0,1,,,,,,,,6.0,32.0,,,2.0,,2.0,,18.0,48.0,8.0,1.0,1.0,MVAU_rtl,18.0,,,7.0,178,0.5,2
t2w8_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_hls_0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1867,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,36,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,,,,,,341,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_11,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_12,1,,,,,,,,,,,,,,,,,,,,,,,,,,226,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_13,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_14,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_15,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_16,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_17,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_18,1,,,,,,,,,,,,,,,,,,,,,,,,,,47,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_19,1,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,628,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_20,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,71,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,71,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,,,,,,135,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,,,,,,135,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,,,,,,628,0.0,0
t2w8_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,4.0,4.0,,1158.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,1.0,distributed,,141,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,ConvolutionInputGenerator_rtl_1,1,9.0,1.0,16.0,324.0,,,,,,,64.0,,,8.0,4.0,,1230.0,4.0,,,ConvolutionInputGenerator_rtl,4.0,0.0,distributed,,239,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,ConvolutionInputGenerator_rtl_2,1,9.0,1.0,8.0,100.0,,,,,,,16.0,,,1.0,4.0,,1336.0,4.0,,,ConvolutionInputGenerator_rtl,4.0,0.0,distributed,,170,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,ConvolutionInputGenerator_rtl_3,1,9.0,1.0,16.0,36.0,,,,,,,4.0,,,1.0,4.0,,816.0,4.0,,,ConvolutionInputGenerator_rtl,4.0,0.0,distributed,,176,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,4.0,,,1156.0,8.0,,,FMPadding_rtl,,,,,64,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_1,1,,,,,256.0,,,,,16.0,,,1.0,4.0,,,1296.0,4.0,,,FMPadding_rtl,,,,,49,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_2,1,,,,,64.0,,,,,8.0,,,1.0,1.0,,,800.0,4.0,,,FMPadding_rtl,,,,,41,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_3,1,,,,,16.0,,,,,16.0,,,1.0,1.0,,,576.0,4.0,,,FMPadding_rtl,,,,,47,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,11.0,,1.0,LabelSelect_hls,8.0,,,,65,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,MVAU_hls_0,0,,,,,,,,16.0,36.0,,,4.0,,36.0,,14.0,1024.0,8.0,0.0,256.0,MVAU_hls,4.0,,,3.0,1840,6.0,144
t2w4_run26_80_modify_folding_greedy_BOTH,MVAU_hls_1,0,,,,,,,,8.0,144.0,,,2.0,,72.0,,12.0,512.0,4.0,0.0,64.0,MVAU_hls,4.0,,,3.0,1917,6.0,144
t2w4_run26_80_modify_folding_greedy_BOTH,MVAU_hls_2,0,,,,,,,,16.0,72.0,,,2.0,,18.0,,11.0,512.0,4.0,0.0,16.0,MVAU_hls,4.0,,,3.0,937,2.0,36
t2w4_run26_80_modify_folding_greedy_BOTH,MVAU_hls_3,0,,,,,,,,8.0,144.0,,,1.0,,3.0,,11.0,1536.0,4.0,0.0,4.0,MVAU_hls,4.0,,,3.0,618,0.5,3
t2w4_run26_80_modify_folding_greedy_BOTH,MVAU_rtl_0,1,,,,,,,,6.0,32.0,,,1.0,,1.0,,11.0,192.0,4.0,1.0,1.0,MVAU_rtl,11.0,,,4.0,102,0.5,1
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingDataWidthConverter_rtl_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,,,,,,341,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_11,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_12,1,,,,,,,,,,,,,,,,,,,,,,,,,,79,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_13,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_14,1,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_15,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_16,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_17,1,,,,,,,,,,,,,,,,,,,,,,,,,,124,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_18,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_19,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,628,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_20,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,170,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,,,,,,301,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w4_run26_80_modify_folding_greedy_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.0,0
t2w8_run23_80_modify_folding_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,4.0,4.0,,1158.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,1.0,distributed,,141,0.0,0
t2w8_run23_80_modify_folding_BOTH,ConvolutionInputGenerator_rtl_1,1,9.0,1.0,16.0,324.0,,,,,,,64.0,,,8.0,4.0,,1230.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,0.0,distributed,,339,0.0,0
t2w8_run23_80_modify_folding_BOTH,ConvolutionInputGenerator_rtl_2,1,9.0,1.0,8.0,100.0,,,,,,,16.0,,,1.0,4.0,,1336.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,0.0,distributed,,192,0.0,0
t2w8_run23_80_modify_folding_BOTH,ConvolutionInputGenerator_rtl_3,1,9.0,1.0,16.0,36.0,,,,,,,4.0,,,1.0,4.0,,816.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,0.0,distributed,,205,0.0,0
t2w8_run23_80_modify_folding_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,2.0,,,2312.0,8.0,,,FMPadding_rtl,,,,,65,0.0,0
t2w8_run23_80_modify_folding_BOTH,FMPadding_rtl_1,1,,,,,256.0,,,,,16.0,,,1.0,4.0,,,1296.0,8.0,,,FMPadding_rtl,,,,,57,0.0,0
t2w8_run23_80_modify_folding_BOTH,FMPadding_rtl_2,1,,,,,64.0,,,,,8.0,,,1.0,1.0,,,800.0,8.0,,,FMPadding_rtl,,,,,41,0.0,0
t2w8_run23_80_modify_folding_BOTH,FMPadding_rtl_3,1,,,,,16.0,,,,,16.0,,,1.0,1.0,,,576.0,8.0,,,FMPadding_rtl,,,,,47,0.0,0
t2w8_run23_80_modify_folding_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,18.0,,1.0,LabelSelect_hls,8.0,,,,90,0.0,0
t2w8_run23_80_modify_folding_BOTH,MVAU_hls_0,0,,,,,,,,16.0,36.0,,,2.0,,36.0,,18.0,2048.0,8.0,0.0,256.0,MVAU_hls,8.0,,,7.0,6481,7.0,72
t2w8_run23_80_modify_folding_BOTH,MVAU_hls_1,0,,,,,,,,8.0,144.0,,,1.0,,36.0,,20.0,2048.0,8.0,0.0,64.0,MVAU_hls,8.0,,,8.0,4395,4.0,36
t2w8_run23_80_modify_folding_BOTH,MVAU_hls_2,0,,,,,,,,16.0,72.0,,,1.0,,8.0,,19.0,2304.0,8.0,0.0,16.0,MVAU_hls,8.0,,,8.0,3443,1.0,8
t2w8_run23_80_modify_folding_BOTH,MVAU_hls_3,0,,,,,,,,8.0,144.0,,,1.0,,2.0,,19.0,2304.0,8.0,0.0,4.0,MVAU_hls,8.0,,,7.0,3452,0.5,2
t2w8_run23_80_modify_folding_BOTH,MVAU_rtl_0,1,,,,,,,,6.0,32.0,,,1.0,,1.0,,18.0,192.0,8.0,1.0,1.0,MVAU_rtl,18.0,,,7.0,109,0.5,1
t2w8_run23_80_modify_folding_BOTH,StreamingDataWidthConverter_hls_0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1163,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingDataWidthConverter_rtl_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,,,,,,331,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_11,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_12,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_13,1,,,,,,,,,,,,,,,,,,,,,,,,,,162,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_14,1,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_15,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_16,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_17,1,,,,,,,,,,,,,,,,,,,,,,,,,,123,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_18,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_19,1,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_20,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,,,,,,628,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,,,,,,23,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,,,,,,98,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,,,,,,71,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,,,,,,71,0.0,0
t2w8_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,,,,,,628,0.0,0
t2w4_run22_80_modify_folding_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,4.0,4.0,,2375.0,8.0,,,ConvolutionInputGenerator_rtl,8.0,0.0,distributed,,245,0.0,0
t2w4_run22_80_modify_folding_BOTH,ConvolutionInputGenerator_rtl_1,1,9.0,1.0,16.0,324.0,,,,,,,64.0,,,8.0,4.0,,1230.0,4.0,,,ConvolutionInputGenerator_rtl,4.0,0.0,distributed,,239,0.0,0
t2w4_run22_80_modify_folding_BOTH,ConvolutionInputGenerator_rtl_2,1,9.0,1.0,8.0,100.0,,,,,,,16.0,,,1.0,4.0,,1336.0,4.0,,,ConvolutionInputGenerator_rtl,4.0,0.0,distributed,,170,0.0,0
t2w4_run22_80_modify_folding_BOTH,ConvolutionInputGenerator_rtl_3,1,9.0,1.0,16.0,36.0,,,,,,,4.0,,,1.0,4.0,,816.0,4.0,,,ConvolutionInputGenerator_rtl,4.0,0.0,distributed,,176,0.0,0
