pruning_rate,accuracy,f1_score,recall,params,size_mb,filename
0.0,0.9642669469259064,0.9643005861552726,0.9642669469259064,262146,1.0035018920898438,original_model.pth
0.25,0.9464004203888597,0.94654051774394,0.9464004203888597,148226,0.5681381225585938,model_pruned_25.pth
0.5,0.9432475039411455,0.9433412618456887,0.9432475039411455,66562,0.25582122802734375,model_pruned_50.pth
0.75,0.9196006305832896,0.9199517992995483,0.9196006305832896,17154,0.06655120849609375,model_pruned_75.pth
0.85,0.882816605359958,0.8837730973602227,0.882816605359958,5858,0.02312469482421875,model_pruned_85.pth
0.9,0.8491854965843405,0.849641315317249,0.8491854965843405,2654,0.0107421875,model_pruned_90.pth
