Repo,NodeName,dataType (bits),depth,folded_shape (dimensions flattened),normal_shape (dimensions flattened),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP Blocks
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,2,9216,9216,11,11,0,0,19,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,8,870,9216,9216,43,43,0,0,57,2,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,8,147,4096,4096,90,50,0,40,21,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,8,768,5184,5184,43,43,0,0,57,0,1,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,8,2,9216,9216,11,11,0,0,19,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,8,682,9216,9216,43,43,0,0,57,1,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,8,2,512,512,12,12,0,0,20,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,8,129,800,800,74,42,0,32,21,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,8,2,1152,1152,11,11,0,0,19,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,8,178,1152,1152,158,62,0,96,29,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,8,2,256,256,12,12,0,0,20,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,8,110,576,576,70,38,0,32,20,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,8,286,576,576,47,47,0,0,53,0,1,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,8,2,32,32,12,12,0,0,20,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,18,2,6,6,22,22,0,0,40,0,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,8,2,1,1,7,7,0,0,10,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,8,869,4096,4096,299,75,0,224,29,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,8,4624,4624,4624,30,30,0,0,69,2,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,9216,9216,9216,30,30,0,0,73,4,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,8,32,4096,4096,38,30,0,8,18,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,8,577,5184,5184,43,43,0,0,57,0,1,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,8,1582,9216,9216,27,27,0,0,61,0,1,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,8,2,512,512,12,12,0,0,20,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,8,129,800,800,74,42,0,32,21,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,8,2,1152,1152,11,11,0,0,19,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,8,178,1152,1152,157,61,0,96,29,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,8,2,256,256,12,12,0,0,20,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,8,110,576,576,70,38,0,32,20,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,8,286,576,576,47,47,0,0,53,0,1,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,8,2,32,32,12,12,0,0,20,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,18,2,6,6,22,22,0,0,40,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,8,2,1,1,7,7,0,0,10,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,8,3072,3072,3072,935,167,0,768,71,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,8,21995,24300,24300,30,30,0,0,77,8,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,8100,24300,24300,30,30,0,0,69,6,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,1,2,57600,57600,5,5,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,1,2,451584,451584,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,1,12580,451584,451584,30,30,0,0,73,16,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,1,2,50176,50176,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,1,2,50176,50176,67,67,0,0,131,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,1,32,12544,12544,147,83,0,64,74,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,1,512,12544,12544,47,47,0,0,53,0,1,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,1,2,82944,82944,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,1,1294,82944,82944,28,28,0,0,61,1,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,1,2,18432,18432,5,5,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,1,2,115200,115200,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,1,1725,115200,115200,28,28,0,0,61,1,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,1,2,12800,12800,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,1,2,12800,12800,132,132,0,0,261,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,1,32,3200,3200,281,153,0,128,139,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_18,1,2,3200,3200,3,3,0,0,5,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_19,1,2,10368,10368,3,3,0,0,5,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_20,1,1918,10368,10368,28,28,0,0,61,0,1,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_21,1,2,2304,2304,3,3,0,0,5,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_22,1,2,2304,2304,3,3,0,0,5,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_23,1,136,2304,2304,53,38,0,15,16,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_24,1,2,256,256,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_25,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_26,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_27,16,2,10,10,20,20,0,0,36,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,8,3072,3072,3072,911,143,0,768,67,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,8,2,24300,24300,27,27,0,0,52,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,2,24300,24300,44,44,0,0,57,6,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,1,2,57600,57600,8,8,0,0,12,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,1,1128,57600,57600,173,77,0,96,44,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,1,2,451584,451584,35,35,0,0,68,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,1,32,451584,451584,76,76,0,0,148,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,1,2,50176,50176,36,36,0,0,68,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,1,2,50176,50176,67,67,0,0,131,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,1,32,12544,12544,147,83,0,64,74,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,1,128,12544,12544,28,28,0,0,61,0,1,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,1,2,82944,82944,7,7,0,0,11,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,1,32,82944,82944,167,95,0,72,82,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,1,2,18432,18432,12,12,0,0,20,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,1,2,115200,115200,11,11,0,0,20,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,1,382,115200,115200,159,87,0,72,82,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,1,2,12800,12800,20,20,0,0,36,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,1,2,12800,12800,131,131,0,0,261,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_18,1,32,3200,3200,281,153,0,128,139,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_19,1,2,3200,3200,4,4,0,0,6,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_20,1,2,10368,10368,4,4,0,0,6,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_21,1,55,10368,10368,242,98,0,144,83,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_22,1,2,2304,2304,5,5,0,0,8,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_23,1,2,2304,2304,4,4,0,0,6,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_24,1,766,2304,2304,5,5,0,0,6,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_25,1,2,256,256,43,43,0,0,57,0,1,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_26,1,2,256,256,3,3,0,0,5,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_27,1,2,512,512,11,11,0,0,19,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_28,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_29,1,2,512,512,20,20,0,0,35,0,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_30,16,2,10,10,4,4,0,0,6,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,8,3072,3072,3072,911,143,0,768,67,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,8,2,24300,24300,27,27,0,0,52,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,2,24300,24300,44,44,0,0,57,6,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,1,2,57600,57600,8,8,0,0,12,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,1,2,57600,57600,173,77,0,96,44,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,1,2,451584,451584,35,35,0,0,68,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,1,2,451584,451584,76,76,0,0,148,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,1,2,50176,50176,36,36,0,0,68,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,1,2,50176,50176,67,67,0,0,131,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,1,32,12544,12544,147,83,0,64,74,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,1,304,12544,12544,28,28,0,0,61,0,1,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,1,2,82944,82944,7,7,0,0,11,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,1,32,82944,82944,167,95,0,72,82,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,1,2,18432,18432,12,12,0,0,20,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,1,2,115200,115200,11,11,0,0,20,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,1,32,115200,115200,159,87,0,72,82,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,1,2,12800,12800,20,20,0,0,36,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,1,2,12800,12800,131,131,0,0,261,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_18,1,32,3200,3200,281,153,0,128,139,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_19,1,2,3200,3200,4,4,0,0,6,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_20,1,2,10368,10368,4,4,0,0,6,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_21,1,63,10368,10368,242,98,0,144,83,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_22,1,2,2304,2304,5,5,0,0,8,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_23,1,2,2304,2304,4,4,0,0,6,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_24,1,2,2304,2304,5,5,0,0,6,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_25,1,766,2304,2304,43,43,0,0,57,0,1,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_26,1,2,256,256,3,3,0,0,5,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_27,1,2,256,256,11,11,0,0,19,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_28,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_29,1,2,512,512,20,20,0,0,35,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_30,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_4000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_31,16,2,10,10,20,20,0,0,36,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,8,1024,3072,3072,911,143,0,768,67,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,8,2,24300,24300,27,27,0,0,52,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,783,24300,24300,44,44,0,0,57,6,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,1,2,57600,57600,8,8,0,0,12,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,1,86,57600,57600,173,77,0,96,44,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,1,2,451584,451584,35,35,0,0,68,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,1,2,451584,451584,76,76,0,0,148,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,1,2,50176,50176,36,36,0,0,68,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,1,2,50176,50176,67,67,0,0,131,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,1,32,12544,12544,147,83,0,64,74,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,1,2048,12544,12544,28,28,0,0,61,0,1,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,1,2,82944,82944,7,7,0,0,11,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,1,32,82944,82944,167,95,0,72,82,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,1,2,18432,18432,12,12,0,0,20,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,1,2,115200,115200,11,11,0,0,20,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,1,32,115200,115200,159,87,0,72,82,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,1,2,12800,12800,20,20,0,0,36,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,1,2,12800,12800,131,131,0,0,261,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_18,1,32,3200,3200,281,153,0,128,139,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_19,1,2,3200,3200,4,4,0,0,6,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_20,1,2,10368,10368,4,4,0,0,6,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_21,1,63,10368,10368,242,98,0,144,83,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_22,1,2,2304,2304,5,5,0,0,8,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_23,1,2,2304,2304,4,4,0,0,6,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_24,1,2,2304,2304,5,5,0,0,6,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_25,1,766,2304,2304,43,43,0,0,57,0,1,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_26,1,2,256,256,3,3,0,0,5,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_27,1,2,256,256,11,11,0,0,19,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_28,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_29,1,2,512,512,20,20,0,0,35,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_30,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_4500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_31,16,2,10,10,20,20,0,0,36,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,8,1024,3072,3072,911,143,0,768,67,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,8,2,24300,24300,27,27,0,0,52,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,783,24300,24300,44,44,0,0,57,6,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,1,2,57600,57600,8,8,0,0,12,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,1,86,57600,57600,173,77,0,96,44,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,1,2,451584,451584,35,35,0,0,68,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,1,2,451584,451584,76,76,0,0,148,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,1,2,50176,50176,36,36,0,0,68,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,1,2,50176,50176,67,67,0,0,131,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,1,32,12544,12544,147,83,0,64,74,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,1,64,12544,12544,28,28,0,0,61,0,1,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,1,2,82944,82944,7,7,0,0,11,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,1,656,82944,82944,167,95,0,72,82,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,1,32,18432,18432,12,12,0,0,20,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,1,2,115200,115200,11,11,0,0,20,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,1,32,115200,115200,159,87,0,72,82,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,1,2,12800,12800,20,20,0,0,36,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,1,2,12800,12800,131,131,0,0,261,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_18,1,32,3200,3200,281,153,0,128,139,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_19,1,128,3200,3200,4,4,0,0,6,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_20,1,2,10368,10368,4,4,0,0,6,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_21,1,63,10368,10368,242,98,0,144,83,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_22,1,2,2304,2304,5,5,0,0,8,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_23,1,2,2304,2304,4,4,0,0,6,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_24,1,2,2304,2304,5,5,0,0,6,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_25,1,766,2304,2304,43,43,0,0,57,0,1,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_26,1,2,256,256,3,3,0,0,5,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_27,1,2,256,256,11,11,0,0,19,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_28,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_29,1,2,512,512,20,20,0,0,35,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_30,1,2,512,512,4,4,0,0,6,0,0,0
t4w1a1_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_31,16,2,10,10,20,20,0,0,36,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,8,1024,3072,3072,911,143,0,768,67,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,8,2,24300,24300,27,27,0,0,52,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,8,783,24300,24300,44,44,0,0,57,6,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,1,2,57600,57600,8,8,0,0,12,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,1,86,57600,57600,173,77,0,96,44,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,1,2,451584,451584,35,35,0,0,68,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,1,2,451584,451584,76,76,0,0,148,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,1,2,50176,50176,36,36,0,0,68,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,1,2,50176,50176,67,67,0,0,131,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,1,32,12544,12544,147,83,0,64,74,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,1,64,12544,12544,28,28,0,0,61,0,1,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,1,2,82944,82944,7,7,0,0,11,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,1,32,82944,82944,167,95,0,72,82,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,1,2,18432,18432,12,12,0,0,20,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,1,608,18432,18432,11,11,0,0,20,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,1,2,115200,115200,159,87,0,72,82,0,0,0
t4w1a1_6000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,1,32,115200,115200,20,20,0,0,36,0,0,0
