Actual_Total LUTs,Actual_Logic LUTs,Actual_LUTRAMs,Actual_FFs,Actual_RAMB36,Actual_RAMB18,Actual_DSP Blocks,Pred_Total LUTs,Pred_Logic LUTs,Pred_LUTRAMs,Pred_FFs,Pred_RAMB36,Pred_RAMB18,Pred_DSP Blocks
1.9906,1.9906,0.0,1.2077,0.0,0.3571,0.0,2.9901950000000013,2.9366978000000015,0.0,1.0794329999999985,0.3785739999999998,0.3392450000000003,0.0
6.740599999999999,6.7406,0.0,1.6344,0.0,0.3571,0.4545,6.202106150000005,6.259526233333334,0.0,1.6145016666666687,0.4833328333333332,0.33150783333333367,0.4863220000000005
0.5169,0.5169,0.0,0.219,0.0,0.3571,0.0,0.5820854666666667,0.5998405333333334,0.008963999999999998,0.236356,0.20857195,0.32656840000000026,0.0
0.6579,0.6579,0.0,0.2848,0.0,0.3571,0.0,1.3605023619047614,1.2836886285714288,0.0,0.79398935,2.9399992666666663,0.282843461111111,0.0045449999999999996
1.391,1.282,0.3333,0.9944,0.0,0.0,0.0,0.8424781833333334,0.8138489500000001,0.0,1.0202670000000005,0.5214379999999997,0.16617073333333326,0.0
7.2951,7.295099999999999,0.0,5.0357,11.428600000000001,0.0,0.0,7.754761999999988,7.754762000000006,0.0,4.908681999999995,11.257169999999999,0.007143000000000001,0.0
7.2951,7.295099999999999,0.0,5.0357,11.428600000000001,0.0,0.0,5.553287999999998,5.638063999999999,0.0,4.230806999999996,8.971451000000007,0.007143000000000001,0.0
5.6259,5.6259,0.0,0.8111,0.0,0.3571,0.4545,5.122412833333334,5.154692833333335,0.0,0.8593175000000004,0.450003,0.3392450000000003,4.681777000000005
11.6203,11.6203,0.0,15.9126,2.8571,0.0,0.9090999999999999,10.792532395238098,10.805224195238088,0.0,14.976903,2.638059000000001,0.021426,0.9000070000000009
0.953,0.9529999999999998,0.0,0.5132,0.0,0.3571,0.0,2.2879782500000023,2.219449000000002,0.0,0.8923078666666667,1.476189633333333,0.3015709500000001,0.0
2.1335,2.1335,0.0,1.8008,5.714300000000001,0.7143,0.0,2.4767469999999974,2.464078000000001,0.0,1.896982,5.950014999999998,0.678585,0.0
4.9154,4.9154,0.0,3.6842000000000006,2.1429,0.0,0.0,6.101553999999989,6.216291000000001,0.0,3.9834980000000058,3.278602000000002,0.0,0.0
1.2425,1.2425,0.0,0.4474,0.0,0.3571,0.0,1.1543991333333328,1.1630350500000006,0.0,0.4866913333333333,0.35952483333333335,0.34460150000000034,0.0
6.1748,6.1748,0.0,2.3863000000000003,12.8571,0.3571,0.0,6.176700000000007,6.176700000000008,0.0,2.3863000000000048,12.857100000000019,0.35710000000000036,0.0
0.7274,0.7274,0.0,0.5282,0.0,0.3571,0.0,0.86023915,0.8185919833333336,0.10164500000000007,0.4063098,0.4114288,0.12141400000000004,0.0045449999999999996
2.7932,2.7932,0.0,1.9981000000000002,1.4286,0.0,0.0,4.633878083333334,4.699808,0.0,2.599572683333333,3.9133341833333346,0.11933191666666672,0.0
1.8402,1.8402,0.0,0.6833,0.7143,0.0,0.0,1.8402000000000018,1.8401999999999985,0.0,0.6833000000000004,0.7142999999999989,0.0,0.0
0.609,0.609,0.0,0.4361,2.8571,0.3571,0.0,0.6241604999999998,0.6241605,0.0,0.43789166666666607,2.8856720000000022,0.35710000000000036,0.0
4.9154,4.9154,0.0,3.6842000000000006,2.1429,0.0,0.0,5.227581999999989,5.291960999999997,0.0,3.792924000000007,2.3000380000000034,0.0,0.0
13.4004,13.4004,0.0,7.5893,22.8571,0.0,0.0,13.400399999999985,13.400400000000024,0.0,7.5893,22.8571,0.0,0.0
4.9154,4.9154,0.0,3.6842000000000006,2.1429,0.0,0.0,5.227581999999989,5.291960999999997,0.0,3.792924000000007,2.3000380000000034,0.0,0.0
4.9154,4.9154,0.0,3.6842000000000006,2.1429,0.0,0.0,1.9724252500000017,1.917504000000001,0.0,0.7638138666666665,1.3333316333333332,0.3015709500000001,0.0
0.609,0.609,0.0,0.4361,2.8571,0.3571,0.0,0.6241604999999998,0.6241605,0.0,0.43789166666666607,2.8856720000000022,0.35710000000000036,0.0
4.9154,4.9154,0.0,3.6842000000000006,2.1429,0.0,0.0,5.227581999999989,5.291960999999997,0.0,3.792924000000007,2.3000380000000034,0.0,0.0
1.8402,1.8402,0.0,0.6833,0.7143,0.0,0.0,1.8402000000000018,1.8401999999999985,0.0,0.6833000000000004,0.7142999999999989,0.0,0.0
2.1335,2.1335,0.0,1.8008,5.714300000000001,0.7143,0.0,2.6872699999999963,2.674601,0.0,2.274260000000001,5.885728999999999,0.535725,0.0
3.8853000000000004,3.8853,0.0,2.6316000000000006,5.714300000000001,0.0,0.0,1.7636090000000024,1.938192333333334,0.0,1.517162,5.321447999999999,0.21785699999999997,0.0
2.1335,2.1335,0.0,1.8008,5.714300000000001,0.7143,0.0,2.7114750000000005,2.782507000000003,0.0,1.524451666666668,5.800021000000002,0.34877766666666693,0.0
7.2951,7.295099999999999,0.0,5.0357,11.428600000000001,0.0,0.0,7.754761999999988,7.754762000000006,0.0,4.908681999999995,11.257169999999999,0.007143000000000001,0.0
