Repo,Instance,Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP Blocks
t2w4_50000fps_u,StreamingDataWidthConverter_rtl_2,10,10,0,0,20,0,0,0
t2w4_50000fps_u,StreamingDataWidthConverter_rtl_3,5,5,0,0,15,0,0,0
t2w4_50000fps_u,StreamingDataWidthConverter_rtl_4,5,5,0,0,15,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_0,310,86,0,224,35,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_1,20,20,0,0,36,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_10,8,8,0,0,19,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_11,32,28,0,4,14,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_12,62,42,0,20,17,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_13,43,43,0,0,57,0,1,0
t2w4_50000fps_u,StreamingFIFO_rtl_14,43,43,0,0,57,0,1,0
t2w4_50000fps_u,StreamingFIFO_rtl_15,30,26,0,4,14,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_16,47,31,0,16,16,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_17,7,7,0,0,11,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_18,93,53,0,40,21,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_19,8,8,0,0,12,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_2,258,98,0,160,45,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_20,15,15,0,0,26,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_21,7,7,0,0,10,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_3,37,37,0,0,68,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_4,149,149,0,0,293,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_5,55,39,0,16,26,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_6,20,20,0,0,36,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_7,123,59,0,64,43,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_8,36,36,0,0,68,0,0,0
t2w4_50000fps_u,StreamingFIFO_rtl_9,242,98,0,144,83,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1,7672,6898,450,324,6753,4,8,0
t2w4_5000fps_u,ConvolutionInputGenerator_hls_0,930,750,180,0,520,0,0,0
t2w4_5000fps_u,ConvolutionInputGenerator_hls_1,891,741,150,0,481,0,0,0
t2w4_5000fps_u,ConvolutionInputGenerator_hls_2,735,675,60,0,476,0,0,0
t2w4_5000fps_u,ConvolutionInputGenerator_hls_3,755,695,60,0,475,0,0,0
t2w4_5000fps_u,FMPadding_hls_0,99,99,0,0,95,0,0,0
t2w4_5000fps_u,FMPadding_hls_1,90,90,0,0,79,0,0,0
t2w4_5000fps_u,FMPadding_hls_2,74,74,0,0,70,0,0,0
t2w4_5000fps_u,FMPadding_hls_3,71,71,0,0,68,0,0,0
t2w4_5000fps_u,LabelSelect_hls_0,66,66,0,0,66,0,0,0
t2w4_5000fps_u,MVAU_hls_0,959,959,0,0,1157,0,1,0
t2w4_5000fps_u,MVAU_hls_1,617,617,0,0,948,0,1,0
t2w4_5000fps_u,MVAU_hls_2,487,487,0,0,547,0,1,0
t2w4_5000fps_u,MVAU_hls_3,784,784,0,0,806,0,1,0
t2w4_5000fps_u,MVAU_hls_4,277,277,0,0,334,0,1,0
t2w4_5000fps_u,StreamingDataWidthConverter_rtl_0,12,12,0,0,86,0,0,0
t2w4_5000fps_u,StreamingDataWidthConverter_rtl_1,6,6,0,0,24,0,0,0
t2w4_5000fps_u,StreamingDataWidthConverter_rtl_2,5,5,0,0,15,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_0,299,75,0,224,29,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_1,30,30,0,0,69,2,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_10,7,7,0,0,11,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_11,98,50,0,48,21,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_12,8,8,0,0,12,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_13,50,34,0,16,16,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_14,47,47,0,0,53,0,1,0
t2w4_5000fps_u,StreamingFIFO_rtl_15,8,8,0,0,12,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_16,15,15,0,0,26,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_17,7,7,0,0,10,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_2,11,11,0,0,19,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_3,43,43,0,0,57,2,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_4,60,40,0,20,17,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_5,43,43,0,0,57,0,1,0
t2w4_5000fps_u,StreamingFIFO_rtl_6,7,7,0,0,11,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_7,43,43,0,0,57,0,1,0
t2w4_5000fps_u,StreamingFIFO_rtl_8,8,8,0,0,12,0,0,0
t2w4_5000fps_u,StreamingFIFO_rtl_9,53,37,0,16,17,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1,7230,6472,450,308,5886,6,8,0
t2w4_500fps_u,ConvolutionInputGenerator_hls_0,929,749,180,0,520,0,0,0
t2w4_500fps_u,ConvolutionInputGenerator_hls_1,899,749,150,0,481,0,0,0
t2w4_500fps_u,ConvolutionInputGenerator_hls_2,738,678,60,0,476,0,0,0
t2w4_500fps_u,ConvolutionInputGenerator_hls_3,753,693,60,0,475,0,0,0
t2w4_500fps_u,FMPadding_hls_0,99,99,0,0,95,0,0,0
t2w4_500fps_u,FMPadding_hls_1,90,90,0,0,79,0,0,0
t2w4_500fps_u,FMPadding_hls_2,74,74,0,0,70,0,0,0
t2w4_500fps_u,FMPadding_hls_3,71,71,0,0,68,0,0,0
t2w4_500fps_u,LabelSelect_hls_0,66,66,0,0,66,0,0,0
t2w4_500fps_u,MVAU_hls_0,495,495,0,0,549,0,1,0
t2w4_500fps_u,MVAU_hls_1,724,724,0,0,812,0,1,0
t2w4_500fps_u,MVAU_hls_2,485,485,0,0,547,0,1,0
t2w4_500fps_u,MVAU_hls_3,786,786,0,0,806,0,1,0
t2w4_500fps_u,MVAU_hls_4,277,277,0,0,334,0,1,0
t2w4_500fps_u,StreamingDataWidthConverter_rtl_0,5,5,0,0,15,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_0,299,75,0,224,29,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_1,30,30,0,0,69,2,0,0
t2w4_500fps_u,StreamingFIFO_rtl_10,8,8,0,0,12,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_11,50,34,0,16,16,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_12,47,47,0,0,53,0,1,0
t2w4_500fps_u,StreamingFIFO_rtl_13,8,8,0,0,12,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_14,15,15,0,0,26,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_15,7,7,0,0,10,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_2,30,30,0,0,73,4,0,0
t2w4_500fps_u,StreamingFIFO_rtl_3,31,27,0,4,14,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_4,43,43,0,0,57,0,1,0
t2w4_500fps_u,StreamingFIFO_rtl_5,27,27,0,0,61,0,1,0
t2w4_500fps_u,StreamingFIFO_rtl_6,8,8,0,0,12,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_7,53,37,0,16,17,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_8,7,7,0,0,11,0,0,0
t2w4_500fps_u,StreamingFIFO_rtl_9,98,50,0,48,21,0,0,0
t2w4_501fps_u,StreamingDataflowPartition_1,27718,25966,408,1344,33338,110,7,0
t2w4_501fps_u,ConvolutionInputGenerator_rtl_0,224,160,64,0,100,0,0,0
t2w4_501fps_u,ConvolutionInputGenerator_rtl_1,250,162,88,0,113,0,0,0
t2w4_501fps_u,ConvolutionInputGenerator_rtl_2,225,177,48,0,97,0,0,0
t2w4_501fps_u,ConvolutionInputGenerator_rtl_3,266,182,84,0,101,0,0,0
t2w4_501fps_u,ConvolutionInputGenerator_rtl_4,225,173,52,0,100,0,0,0
t2w4_501fps_u,ConvolutionInputGenerator_rtl_5,258,186,72,0,100,0,0,0
t2w4_501fps_u,MVAU_hls_0,2615,2615,0,0,3920,3,0,0
t2w4_501fps_u,MVAU_hls_1,7129,7129,0,0,8075,32,0,0
t2w4_501fps_u,MVAU_hls_2,2067,2067,0,0,2800,8,0,0
t2w4_501fps_u,MVAU_hls_3,3881,3881,0,0,5358,16,0,0
t2w4_501fps_u,MVAU_hls_4,1135,1135,0,0,1916,8,2,0
t2w4_501fps_u,MVAU_hls_5,3286,3286,0,0,2539,18,1,0
t2w4_501fps_u,MVAU_hls_6,324,324,0,0,464,4,1,0
t2w4_501fps_u,MVAU_hls_7,426,426,0,0,793,8,1,0
t2w4_501fps_u,MVAU_hls_8,979,979,0,0,727,1,0,0
t2w4_501fps_u,StreamingDataWidthConverter_hls_0,498,498,0,0,1701,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_0,20,20,0,0,246,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_1,7,7,0,0,41,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_10,7,7,0,0,8,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_11,7,7,0,0,14,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_12,8,8,0,0,23,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_2,19,19,0,0,99,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_3,40,40,0,0,79,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_4,10,10,0,0,83,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_5,13,13,0,0,86,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_6,14,14,0,0,149,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_7,78,78,0,0,140,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_8,11,11,0,0,82,0,0,0
t2w4_501fps_u,StreamingDataWidthConverter_rtl_9,10,10,0,0,8,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_0,911,143,0,768,67,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_1,27,27,0,0,52,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_10,28,28,0,0,61,0,1,0
t2w4_501fps_u,StreamingFIFO_rtl_11,7,7,0,0,11,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_12,167,95,0,72,82,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_13,12,12,0,0,20,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_14,11,11,0,0,20,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_15,159,87,0,72,82,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_16,20,20,0,0,36,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_17,131,131,0,0,261,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_18,281,153,0,128,139,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_19,4,4,0,0,6,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_2,44,44,0,0,57,6,0,0
t2w4_501fps_u,StreamingFIFO_rtl_20,4,4,0,0,6,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_21,242,98,0,144,83,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_22,5,5,0,0,8,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_23,4,4,0,0,6,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_24,5,5,0,0,6,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_25,43,43,0,0,57,0,1,0
t2w4_501fps_u,StreamingFIFO_rtl_26,3,3,0,0,5,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_27,11,11,0,0,19,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_28,4,4,0,0,6,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_29,20,20,0,0,35,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_3,8,8,0,0,12,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_30,4,4,0,0,6,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_31,20,20,0,0,36,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_4,173,77,0,96,44,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_5,35,35,0,0,68,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_6,76,76,0,0,148,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_7,36,36,0,0,68,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_8,67,67,0,0,131,0,0,0
t2w4_501fps_u,StreamingFIFO_rtl_9,147,83,0,64,74,0,0,0
t2w4_501fps_u,StreamingMaxPool_hls_0,364,364,0,0,581,2,0,0
t2w4_501fps_u,StreamingMaxPool_hls_1,638,638,0,0,1083,4,0,0
t2w8_5000fps_u,StreamingDataflowPartition_1,19045,17901,720,424,9938,6,6,16
t2w8_5000fps_u,ConvolutionInputGenerator_hls_0,935,755,180,0,520,0,0,0
t2w8_5000fps_u,ConvolutionInputGenerator_hls_1,1091,791,300,0,527,0,0,0
t2w8_5000fps_u,ConvolutionInputGenerator_hls_2,843,723,120,0,516,0,0,0
t2w8_5000fps_u,ConvolutionInputGenerator_hls_3,837,717,120,0,515,0,0,0
t2w8_5000fps_u,FMPadding_hls_0,99,99,0,0,95,0,0,0
t2w8_5000fps_u,FMPadding_hls_1,98,98,0,0,95,0,0,0
t2w8_5000fps_u,FMPadding_hls_2,83,83,0,0,86,0,0,0
t2w8_5000fps_u,FMPadding_hls_3,80,80,0,0,84,0,0,0
t2w8_5000fps_u,LabelSelect_hls_0,87,87,0,0,87,0,0,0
t2w8_5000fps_u,MVAU_hls_0,3253,3253,0,0,1365,1,0,8
t2w8_5000fps_u,MVAU_hls_1,3496,3496,0,0,1895,0,1,4
t2w8_5000fps_u,MVAU_hls_2,3252,3252,0,0,1217,0,1,2
t2w8_5000fps_u,MVAU_hls_3,3586,3586,0,0,1739,0,1,1
t2w8_5000fps_u,MVAU_hls_4,303,303,0,0,460,0,1,1
t2w8_5000fps_u,StreamingDataWidthConverter_rtl_0,12,12,0,0,86,0,0,0
t2w8_5000fps_u,StreamingDataWidthConverter_rtl_1,8,8,0,0,44,0,0,0
t2w8_5000fps_u,StreamingDataWidthConverter_rtl_2,7,7,0,0,27,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_0,299,75,0,224,29,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_1,30,30,0,0,69,2,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_10,11,11,0,0,19,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_11,158,62,0,96,29,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_12,12,12,0,0,20,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_13,70,38,0,32,20,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_14,47,47,0,0,53,0,1,0
t2w8_5000fps_u,StreamingFIFO_rtl_15,12,12,0,0,20,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_16,22,22,0,0,40,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_17,7,7,0,0,10,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_2,11,11,0,0,19,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_3,43,43,0,0,57,2,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_4,90,50,0,40,21,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_5,43,43,0,0,57,0,1,0
t2w8_5000fps_u,StreamingFIFO_rtl_6,11,11,0,0,19,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_7,43,43,0,0,57,1,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_8,12,12,0,0,20,0,0,0
t2w8_5000fps_u,StreamingFIFO_rtl_9,74,42,0,32,21,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1,18704,17592,720,392,9136,6,8,6
t2w8_500fps_u,ConvolutionInputGenerator_hls_0,934,754,180,0,520,0,0,0
t2w8_500fps_u,ConvolutionInputGenerator_hls_1,1112,812,300,0,527,0,0,0
t2w8_500fps_u,ConvolutionInputGenerator_hls_2,827,707,120,0,516,0,0,0
t2w8_500fps_u,ConvolutionInputGenerator_hls_3,843,723,120,0,515,0,0,0
t2w8_500fps_u,FMPadding_hls_0,99,99,0,0,95,0,0,0
t2w8_500fps_u,FMPadding_hls_1,98,98,0,0,95,0,0,0
t2w8_500fps_u,FMPadding_hls_2,83,83,0,0,86,0,0,0
t2w8_500fps_u,FMPadding_hls_3,80,80,0,0,84,0,0,0
t2w8_500fps_u,LabelSelect_hls_0,87,87,0,0,87,0,0,0
t2w8_500fps_u,MVAU_hls_0,2967,2967,0,0,863,0,1,1
t2w8_500fps_u,MVAU_hls_1,3587,3587,0,0,1746,0,1,1
t2w8_500fps_u,MVAU_hls_2,3268,3268,0,0,1217,0,1,2
t2w8_500fps_u,MVAU_hls_3,3534,3534,0,0,1739,0,1,1
t2w8_500fps_u,MVAU_hls_4,304,304,0,0,460,0,1,1
t2w8_500fps_u,StreamingDataWidthConverter_rtl_0,7,7,0,0,27,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_0,299,75,0,224,29,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_1,30,30,0,0,69,2,0,0
t2w8_500fps_u,StreamingFIFO_rtl_10,12,12,0,0,20,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_11,70,38,0,32,20,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_12,47,47,0,0,53,0,1,0
t2w8_500fps_u,StreamingFIFO_rtl_13,12,12,0,0,20,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_14,22,22,0,0,40,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_15,7,7,0,0,10,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_2,30,30,0,0,73,4,0,0
t2w8_500fps_u,StreamingFIFO_rtl_3,38,30,0,8,18,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_4,43,43,0,0,57,0,1,0
t2w8_500fps_u,StreamingFIFO_rtl_5,27,27,0,0,61,0,1,0
t2w8_500fps_u,StreamingFIFO_rtl_6,12,12,0,0,20,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_7,74,42,0,32,21,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_8,11,11,0,0,19,0,0,0
t2w8_500fps_u,StreamingFIFO_rtl_9,157,61,0,96,29,0,0,0
t4w1a1_100fps_u,StreamingDataflowPartition_1,14602,13159,468,975,13702,91,9,0
t4w1a1_100fps_u,ConvolutionInputGenerator_rtl_0,206,158,48,0,95,0,0,0
t4w1a1_100fps_u,ConvolutionInputGenerator_rtl_1,368,242,126,0,118,0,0,0
t4w1a1_100fps_u,ConvolutionInputGenerator_rtl_2,265,203,62,0,108,0,0,0
t4w1a1_100fps_u,ConvolutionInputGenerator_rtl_3,337,229,108,0,115,0,0,0
t4w1a1_100fps_u,ConvolutionInputGenerator_rtl_4,232,180,52,0,100,0,0,0
t4w1a1_100fps_u,ConvolutionInputGenerator_rtl_5,256,184,72,0,100,0,0,0
t4w1a1_100fps_u,MVAU_hls_0,380,380,0,0,593,0,1,0
t4w1a1_100fps_u,MVAU_hls_1,519,519,0,0,971,2,0,0
t4w1a1_100fps_u,MVAU_hls_2,446,446,0,0,811,3,1,0
t4w1a1_100fps_u,MVAU_hls_3,664,664,0,0,1442,8,1,0
t4w1a1_100fps_u,MVAU_hls_4,1988,1988,0,0,1369,9,1,0
t4w1a1_100fps_u,MVAU_hls_5,3285,3285,0,0,2539,18,1,0
t4w1a1_100fps_u,MVAU_hls_6,548,548,0,0,429,4,1,0
t4w1a1_100fps_u,MVAU_hls_7,1047,1047,0,0,698,8,1,0
t4w1a1_100fps_u,MVAU_hls_8,979,979,0,0,727,1,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_0,9,9,0,0,36,0,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_1,10,10,0,0,40,0,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_2,10,10,0,0,73,0,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_3,44,44,0,0,75,0,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_4,8,8,0,0,19,0,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_5,8,8,0,0,23,0,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_6,12,12,0,0,138,0,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_7,78,78,0,0,140,0,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_8,8,8,0,0,8,0,0,0
t4w1a1_100fps_u,StreamingDataWidthConverter_rtl_9,7,7,0,0,8,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_0,935,167,0,768,71,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_1,30,30,0,0,77,8,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_10,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_11,28,28,0,0,61,1,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_12,5,5,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_13,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_14,28,28,0,0,61,1,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_15,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_16,132,132,0,0,261,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_17,281,153,0,128,139,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_18,3,3,0,0,5,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_19,3,3,0,0,5,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_2,30,30,0,0,69,6,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_20,28,28,0,0,61,0,1,0
t4w1a1_100fps_u,StreamingFIFO_rtl_21,3,3,0,0,5,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_22,3,3,0,0,5,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_23,53,38,0,15,16,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_24,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_25,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_26,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_27,20,20,0,0,36,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_3,5,5,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_4,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_5,30,30,0,0,73,16,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_6,4,4,0,0,6,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_7,67,67,0,0,131,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_8,147,83,0,64,74,0,0,0
t4w1a1_100fps_u,StreamingFIFO_rtl_9,47,47,0,0,53,0,1,0
t4w1a1_100fps_u,StreamingMaxPool_hls_0,364,364,0,0,581,2,0,0
t4w1a1_100fps_u,StreamingMaxPool_hls_1,638,638,0,0,1083,4,0,0
t4w1a1_3500fps_u,StreamingDataflowPartition_1,27718,25966,408,1344,33338,110,7,0
t4w1a1_3500fps_u,ConvolutionInputGenerator_rtl_0,224,160,64,0,100,0,0,0
t4w1a1_3500fps_u,ConvolutionInputGenerator_rtl_1,250,162,88,0,113,0,0,0
t4w1a1_3500fps_u,ConvolutionInputGenerator_rtl_2,225,177,48,0,97,0,0,0
t4w1a1_3500fps_u,ConvolutionInputGenerator_rtl_3,266,182,84,0,101,0,0,0
t4w1a1_3500fps_u,ConvolutionInputGenerator_rtl_4,225,173,52,0,100,0,0,0
t4w1a1_3500fps_u,ConvolutionInputGenerator_rtl_5,258,186,72,0,100,0,0,0
t4w1a1_3500fps_u,MVAU_hls_0,2615,2615,0,0,3920,3,0,0
t4w1a1_3500fps_u,MVAU_hls_1,7129,7129,0,0,8075,32,0,0
t4w1a1_3500fps_u,MVAU_hls_2,2067,2067,0,0,2800,8,0,0
t4w1a1_3500fps_u,MVAU_hls_3,3881,3881,0,0,5358,16,0,0
t4w1a1_3500fps_u,MVAU_hls_4,1135,1135,0,0,1916,8,2,0
t4w1a1_3500fps_u,MVAU_hls_5,3286,3286,0,0,2539,18,1,0
t4w1a1_3500fps_u,MVAU_hls_6,324,324,0,0,464,4,1,0
t4w1a1_3500fps_u,MVAU_hls_7,426,426,0,0,793,8,1,0
t4w1a1_3500fps_u,MVAU_hls_8,979,979,0,0,727,1,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_hls_0,498,498,0,0,1701,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_0,20,20,0,0,246,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_1,7,7,0,0,41,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_10,7,7,0,0,8,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_11,7,7,0,0,14,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_12,8,8,0,0,23,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_2,19,19,0,0,99,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_3,40,40,0,0,79,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_4,10,10,0,0,83,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_5,13,13,0,0,86,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_6,14,14,0,0,149,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_7,78,78,0,0,140,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_8,11,11,0,0,82,0,0,0
t4w1a1_3500fps_u,StreamingDataWidthConverter_rtl_9,10,10,0,0,8,0,0,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_0,911,143,0,768,67,0,0,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_1,27,27,0,0,52,0,0,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_10,28,28,0,0,61,0,1,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_11,7,7,0,0,11,0,0,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_12,167,95,0,72,82,0,0,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_13,12,12,0,0,20,0,0,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_14,11,11,0,0,20,0,0,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_15,159,87,0,72,82,0,0,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_16,20,20,0,0,36,0,0,0
t4w1a1_3500fps_u,StreamingFIFO_rtl_17,131,131,0,0,261,0,0,0
