Actual_Total LUTs,Actual_FFs,Actual_RAMBs,Actual_DSP Blocks,Pred_Total LUTs,Pred_FFs,Pred_RAMBs,Pred_DSP Blocks
2.1335,1.8008,6.428599999999999,0.0,3.1658200000000005,2.44778,7.428599999999999,0.0
1.8402,0.6833,0.7143,0.0,1.8402,0.6833,0.7143,0.0
0.9756000000000001,0.9126,1.4286,0.0,6.554499999999998,3.9855400000000003,11.999979999999997,0.0
5.5771,0.8111,0.3571,0.4545,5.828199999999999,1.07294,0.8571200000000001,3.99998
5.4774,0.8402,0.3571,1.8181999999999998,5.828200000000001,1.07294,0.8571200000000001,3.99998
0.7274,0.5282,0.3571,0.0,1.0222,0.42726,0.3570999999999999,0.0
4.9154,3.6842000000000006,2.1429,0.0,4.9154,3.6842000000000006,2.1429,0.0
0.5771,0.328,0.3571,0.0,0.8853600000000001,0.40264000000000005,0.3570999999999999,0.0
6.6429,1.6344,0.3571,0.4545,6.462039999999999,1.4688,0.3570999999999999,0.90908
0.7143,0.5573,0.3571,0.0,4.9154,3.6842000000000006,2.1429,0.0
3.8853000000000004,2.6316000000000006,5.714300000000001,0.0,3.8853000000000004,2.6316000000000006,5.714300000000001,0.0
0.9117,0.5141,0.3571,0.0,2.85638,1.8956800000000003,3.6428400000000005,0.0
11.6015,15.9126,2.8571,0.9090999999999999,6.461639999999999,8.151679999999999,1.5714000000000004,0.5454399999999999
7.2951,5.0357,11.428600000000001,0.0,7.2951,5.0357,11.428600000000001,0.0
2.1335,1.8008,6.428599999999999,0.0,3.1658200000000005,2.44778,7.428599999999999,0.0
