Actual_Total LUTs,Actual_FFs,Actual_RAMBs,Actual_DSP Blocks,Pred_Total LUTs,Pred_FFs,Pred_RAMBs,Pred_DSP Blocks
0.5695,0.4323,0.3571,0.4545,2.4967607999999974,0.6201638944444442,0.6877898095238087,0.5408670000000002
1.391,0.9944,0.0,0.0,0.8118023333333337,0.7507980000000002,0.7071279999999989,0.3
2.1335,1.8008,6.428599999999999,0.0,2.2278780000000036,1.8654979999999999,6.600027000000009,0.0
2.1335,1.8008,6.428599999999999,0.0,2.428295666666671,1.8453899999999999,6.600023000000006,0.0
5.6259,0.8111,0.3571,0.4545,5.359083800000002,0.8969821333333342,0.7395480333333315,0.9499620000000006
4.9154,3.6842000000000006,2.1429,0.0,5.628638999999989,3.7966160000000038,2.678597000000004,0.0
1.0301,0.4032,3.2141999999999995,0.0,0.8531516666666672,0.4343539999999995,3.399918999999992,0.0
4.9154,3.6842000000000006,2.1429,0.0,4.968670999999988,3.6886360000000087,2.3428990000000045,0.0
0.8008,0.7453,6.0714,0.0,0.8007999999999997,0.7444069999999994,6.071400000000011,0.0
13.4004,7.5893,22.8571,0.0,13.305248999999998,7.5397229999999995,22.657099999999996,0.0
3.8853,2.6316000000000006,5.714300000000001,0.0,3.8852999999999938,2.705217999999996,5.739299999999998,0.0
7.295100000000001,5.0357,11.428600000000001,0.0,1.5667276761904758,1.1351690833333317,1.1124599999999982,0.0
1.8402000000000003,0.6833,0.7143,0.0,1.840199999999998,0.6833000000000004,0.7142999999999989,0.0
7.295100000000001,5.0357,11.428600000000001,0.0,7.287956999999997,5.037194999999996,11.435741999999998,0.0
