Actual_Total_LUTs,Pred_Total_LUTs
6618,6613.265926693126
931,930.1048382351929
795,796.4661299791512
708,709.7919217043194
716,717.8310812297299
99,98.81768183165312
87,86.88652373861665
72,71.8738792126534
71,70.8796833510481
54,53.986386800695534
689,689.6626028364226
387,387.78085489127346
307,306.934492335491
661,660.5248386370778
275,274.2348612666342
12,16.39110254266886
5,4.186506687936398
4,3.1830812922071594
299,296.0648404383176
30,29.146684072733493
6,5.651691138011573
67,65.3627574046368
5,4.3011164186020805
40,39.77251547359693
47,47.46718993156861
5,4.3011164186020805
11,10.353341024285598
7,6.438955965957189
11,10.295500084624747
43,42.7388025784249
48,47.531505075215875
43,43.51452088705265
6,5.651691138011573
43,43.51452088705265
5,4.3011164186020805
43,42.79576384857394
6614,6577.68982736305
927,926.234190782172
99,98.81768183165312
75,74.8983532418409
507,505.8677951625363
350,348.8280614510717
4224,4211.7253746351325
5,4.213782331137625
298,295.1456613387271
30,29.146684072733493
30,29.4020859213429
8,7.392311989085291
7,6.340233259156108
38,37.644580682802136
18,17.258087304874394
7,6.438955965957189
13684,13653.623855675427
939,937.8461331412352
99,98.81768183165312
99,98.79774346029272
2993,2987.0670645007763
2912,2907.647227396959
6176,6143.46245283362
7,6.677154145943986
299,296.0648404383176
30,29.146684072733493
30,29.4020859213429
12,11.341931486595492
11,10.295500084624747
54,53.28081709799195
26,25.20995771971388
7,6.438955965957189
6500,6500.5656390970735
924,923.3312051924061
797,798.4306231680403
720,721.8448401348271
704,705.7781627992222
99,98.81768183165312
87,86.88652373861665
72,71.8738792126534
71,70.8796833510481
54,53.986386800695534
377,376.973293705425
669,668.5474816193013
306,305.9723766041738
662,661.5380123185791
276,275.25859078687444
4,3.1830812922071594
299,296.0648404383176
30,29.146684072733493
5,4.3011164186020805
40,39.77251547359693
47,47.46718993156861
5,4.3011164186020805
11,10.353341024285598
7,6.438955965957189
30,29.4020859213429
26,26.135687538207986
43,43.51452088705265
27,26.624267108263133
5,4.3011164186020805
43,42.79576384857394
6,5.651691138011573
66,64.41630172450816
7230,7226.520668480484
929,928.1695145086826
899,897.914784765323
738,739.9321199701131
753,755.049419484095
99,98.81768183165312
90,89.77713493633233
74,73.924551307429
71,70.94983904072691
66,65.93608190992146
495,494.29034885419696
724,722.845206140418
485,484.439876706536
786,783.8240878490307
277,277.816156812004
5,4.213782331137625
299,296.0648404383176
30,29.146684072733493
8,7.392311989085291
50,49.08838398744106
47,47.46718993156861
8,7.392311989085291
15,14.303869318727433
7,6.438955965957189
30,29.4020859213429
31,31.00765528619716
43,43.51452088705265
27,26.624267108263133
8,7.392311989085291
53,52.060667303245715
7,6.340233259156108
98,95.79569385379429
18704,18663.069059247624
934,933.0078238249589
1112,1102.5714579938845
827,829.3311432726099
843,845.2806457952828
99,98.81768183165312
98,97.83442000688892
83,82.8247005867824
80,79.791704301399
87,86.84804835106682
2967,2961.0309200474335
3587,3588.2757326760266
3268,3269.047462705165
3534,3535.914600004156
304,304.21362693143385
7,6.677154145943986
299,296.0648404383176
30,29.146684072733493
12,11.341931486595492
70,68.7379594684621
47,47.46718993156861
12,11.341931486595492
22,21.234022512294136
7,6.438955965957189
30,29.4020859213429
38,37.644580682802136
43,43.51452088705265
27,26.624267108263133
12,11.341931486595492
74,72.50910238613618
11,10.295500084624747
157,155.4517601977233
27718,27640.67584565772
224,221.8594240534208
250,246.05404004273026
225,222.87973691395007
