Actual_Total LUTs,Pred_Total LUTs
4.9154,5.869457
5.7857,4.234262
1.9680000000000002,0.8987244
8.7538,4.921658
0.5132,0.58253187
0.5188,0.5155926
1.2444,1.2326037
3.8853000000000004,3.8837698
2.1335,2.1354034
6.1767,6.1749716
7.142900000000001,3.8488643
0.9153999999999999,0.91339946
0.7274,0.7309623
6.1128,6.144555
0.7143,0.7130086
