Actual_Total LUTs,Pred_Total LUTs
3.8853,3.6196647445625385
7.938,7.602892353157966
1.2744,1.4507450876109291
0.9117,1.3011992261773044
3.8853,3.6196647445625385
0.5771,3.5776522324583273
7.939800000000001,7.602892353157966
0.609,0.11653350124110433
0.609,0.11653350124110433
1.8026,2.6157405764464716
0.609,0.11517303570524295
6.141,5.054355152198029
1.3609,1.5977396935806152
1.8402000000000003,1.4702108268347083
