Actual_Total LUTs,Pred_Total LUTs
3.8853,3.8831494
1.8402000000000003,1.8423011
0.609,1.0302929
5.5771,5.430056
0.8008,1.102462
6.6429,6.7346
3.8853,3.8831494
0.609,0.6190976
5.0489,5.059694
0.5207,0.5288899
13.4004,13.400041
0.6579,0.5896877
1.2575,1.1973103
13.4004,9.534783
