isRTL,ActVal,ConvKernelDim (dimensions flattened),Dilation (dimensions flattened),Input Feature Map Channels,Input Feature Map Dim (dimensions flattened),ImgDim (dimensions flattened),K,Labels,MH,MW,NumChannels,Output Feature Map Dim (dimensions flattened),Padding (dimensions flattened),Stride (dimensions flattened),accDataType (bits),binaryXnorMode,inWidth,inputDataType (bits),noActivation,numInputVectors (dimensions flattened),isOp_typeConvolutioninputgeneratorrtl,isOp_typeFmpaddingrtl,isOp_typeLabelselecthls,isOp_typeMvauhls,isOp_typeMvaurtl,isOp_typeThresholdingrtl,outputDataType (bits),parallel_window,weightDataType (bits),PE,SIMD,isRam_styleAuto,isRam_styleBlock,isRam_styleDistributed,isResTypeDsp,isResTypeLut,depth,isImpl_styleRtl,Total LUT,Total FFs,BRAM (36k eq.),DSP Blocks
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,64.0,0,1,0,1,0,,0,578,1182,2.0,64
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,20,1591,0.0,0
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,11,138,0.0,0
1,,,,,,,,,,,,,,,,,2.0,,,,0,0,0,0,0,0,,,,,,1,0,0,0,0,2.0,1,23,38,0.0,0
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,1,0,0,0,0,2.0,1,1600,3168,0.0,0
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,19,1593,0.0,0
1,-1.0,,,,,,,,,,784.0,,,,,,,8.0,,1.0,0,0,0,0,0,1,2.0,,9.0,8.0,,0,0,0,0,0,,0,77,253,0.0,0
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,26,1604,0.0,0
1,,,,,,,,,,,,,,,,,2.0,,,,0,0,0,0,0,0,,,,,,1,0,0,0,0,2.0,1,39,70,0.0,0
1,-1.0,,,,,,,,,,784.0,,,,,,,8.0,,1.0,0,0,0,0,0,1,2.0,,9.0,14.0,,0,0,0,0,0,,0,125,433,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,16.0,0,1,0,1,0,,0,402,608,0.5,16
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,2.0,784.0,0,1,0,1,0,,0,16969,38368,44.0,220
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,2.0,64.0,0,1,0,1,0,,0,916,1900,4.0,128
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,2.0,64.0,0,1,0,1,0,,0,914,1880,4.0,128
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,11,139,0.0,0
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,29,1608,0.0,0
1,-1.0,,,,,,,,,,784.0,,,,,,,8.0,,1.0,0,0,0,0,0,1,2.0,,9.0,16.0,,0,0,0,0,0,,0,141,493,0.0,0
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,38,1631,0.0,0
1,,,,,,,,,,,,,,,,,2.0,,,,0,0,0,0,0,0,,,,,,1,0,0,0,0,2.0,1,63,118,0.0,0
1,-1.0,,,,,,,,,,784.0,,,,,,,8.0,,1.0,0,0,0,0,0,1,2.0,,9.0,28.0,,0,0,0,0,0,,0,237,853,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,32.0,0,1,0,1,0,,0,465,857,1.0,32
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,4.0,784.0,0,1,0,1,0,,0,35880,70764,87.5,220
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,4.0,64.0,0,1,0,1,0,,0,2381,3868,7.5,220
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,4.0,64.0,0,1,0,1,0,,0,2377,3862,7.5,220
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,14,142,0.0,0
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,0,0,0,0,,0,59,1672,0.0,0
1,,,,,,,,,,,,,,,,,2.0,,,,0,0,0,0,0,0,,,,,,1,0,0,0,0,2.0,1,111,214,0.0,0
1,-1.0,,,,,,,,,,784.0,,,,,,,8.0,,1.0,0,0,0,0,0,1,2.0,,9.0,49.0,,0,0,0,0,0,,0,405,1483,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,1.0,0,0,1,1,0,,0,9877,2309,0.0,1
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,1.0,0,0,1,1,0,,0,1024,407,0.0,1
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,1.0,0,0,1,1,0,,0,1019,404,0.0,1
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,1.0,0,0,1,1,0,,0,508,352,0.0,1
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,2.0,0,0,1,1,0,,0,5218,2092,0.0,2
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,4.0,0,0,1,1,0,,0,2702,1988,0.0,4
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,7.0,0,0,1,1,0,,0,2933,2131,0.0,7
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,8.0,0,0,1,1,0,,0,2786,2162,0.0,8
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,14.0,0,0,1,1,0,,0,2940,2178,0.0,14
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,2.0,0,0,1,1,0,,0,625,412,0.0,2
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,2.0,0,0,1,1,0,,0,622,409,0.0,2
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,16.0,0,0,1,1,0,,0,2665,2233,0.0,16
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,28.0,0,0,1,1,0,,0,2714,2495,0.0,28
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,4.0,0,0,1,1,0,,0,479,437,0.0,4
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,4.0,0,0,1,1,0,,0,480,433,0.0,4
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,49.0,0,0,1,1,0,,0,3034,2870,0.0,49
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,56.0,0,0,1,1,0,,0,3061,3019,0.0,56
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,8.0,0,0,1,1,0,,0,486,561,0.0,8
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,8.0,0,0,1,1,0,,0,485,555,0.0,8
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,98.0,0,0,1,1,0,,0,3113,3721,0.0,98
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,2.0,0,0,1,1,0,,0,370,364,0.0,2
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,112.0,0,0,1,1,0,,0,3378,4057,0.0,112
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,16.0,0,0,1,1,0,,0,560,719,0.0,16
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,16.0,0,0,1,1,0,,0,559,713,0.0,16
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,196.0,0,0,1,1,0,,0,3729,5426,0.0,196
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,1.0,0,1,0,0,1,,0,2694,1853,16.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,1.0,0,1,0,0,1,,0,482,362,1.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,1.0,0,1,0,0,1,,0,446,361,1.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,1.0,0,1,0,0,1,,0,432,337,0.5,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,2.0,0,1,0,0,1,,0,1203,1851,8.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,4.0,0,1,0,0,1,,0,1010,1876,4.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,7.0,0,1,0,0,1,,0,897,1928,4.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,8.0,0,1,0,0,1,,0,920,1942,4.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,14.0,0,1,0,0,1,,0,978,2063,4.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,2.0,0,1,0,0,1,,0,341,370,0.5,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,2.0,0,1,0,0,1,,0,343,369,0.5,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,16.0,0,1,0,0,1,,0,978,2115,4.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,28.0,0,1,0,0,1,,0,1137,2312,3.5,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,4.0,0,1,0,0,1,,0,343,391,0.5,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,4.0,0,1,0,0,1,,0,342,390,0.5,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,49.0,0,1,0,0,1,,0,1412,2667,3.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,56.0,0,1,0,0,1,,0,1479,2784,3.5,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,8.0,0,1,0,0,1,,0,376,488,0.5,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,8.0,0,1,0,0,1,,0,375,486,0.5,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,98.0,0,1,0,0,1,,0,1896,3482,3.0,0
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,1,0,0,0,0,223.0,1,192,37,0.0,0
1,,,,,,,,,,,,,,,,,2.0,,,,0,0,0,0,0,0,,,,,,1,0,0,0,0,37.0,1,62,25,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,2.0,0,1,0,0,1,,0,317,348,0.5,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,112.0,0,1,0,0,1,,0,2171,3726,3.5,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,16.0,0,1,0,0,1,,0,497,639,0.5,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,16.0,0,1,0,0,1,,0,496,637,0.5,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,196.0,0,1,0,0,1,,0,3119,5119,5.5,0
1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,1,0,0,0,0,63.0,1,134,49,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,4.0,0,1,0,0,1,,0,309,380,0.5,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,392.0,0,1,0,0,1,,0,5250,7118,11.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,32.0,0,1,0,0,1,,0,655,901,1.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,32.0,0,1,0,0,1,,0,654,899,1.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,8.0,0,1,0,0,1,,0,338,453,0.5,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,784.0,0,1,0,0,1,,0,8473,14322,22.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,64.0,0,1,0,0,1,,0,867,1347,2.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,64.0,0,1,0,0,1,,0,866,1344,2.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,16.0,0,1,0,0,1,,0,477,615,0.5,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,2.0,784.0,0,1,0,0,1,,0,16314,23576,44.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,2.0,64.0,0,1,0,0,1,,0,1517,2165,4.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,2.0,64.0,0,1,0,0,1,,0,1515,2153,4.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,32.0,0,1,0,0,1,,0,621,877,1.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,4.0,784.0,0,1,0,0,1,,0,31498,42159,87.5,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,4.0,64.0,0,1,0,0,1,,0,2803,3718,7.5,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,4.0,64.0,0,1,0,0,1,,0,2799,3712,7.5,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,64.0,0,1,0,0,1,,0,845,1290,2.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,1.0,0,0,1,0,1,,0,9990,2281,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,1.0,0,0,1,0,1,,0,1058,386,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,1.0,0,0,1,0,1,,0,1022,385,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,1.0,0,0,1,0,1,,0,523,345,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,2.0,0,0,1,0,1,,0,4849,2052,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,4.0,0,0,1,0,1,,0,2800,1940,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,7.0,0,0,1,0,1,,0,2967,2064,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,8.0,0,0,1,0,1,,0,2748,2063,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,14.0,0,0,1,0,1,,0,3001,2151,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,2.0,0,0,1,0,1,,0,629,386,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,2.0,0,0,1,0,1,,0,631,385,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,16.0,0,0,1,0,1,,0,2732,2189,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,28.0,0,0,1,0,1,,0,2882,2424,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,4.0,0,0,1,0,1,,0,483,399,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,4.0,0,0,1,0,1,,0,482,398,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,49.0,0,0,1,0,1,,0,3256,2835,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,56.0,0,0,1,0,1,,0,3344,2959,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,8.0,0,0,1,0,1,,0,514,504,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,8.0,0,0,1,0,1,,0,513,502,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,98.0,0,0,1,0,1,,0,3677,3750,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,2.0,0,0,1,0,1,,0,367,356,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,112.0,0,0,1,0,1,,0,4037,4012,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,16.0,0,0,1,0,1,,0,626,671,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,16.0,0,0,1,0,1,,0,625,669,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,196.0,0,0,1,0,1,,0,4763,5577,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,4.0,0,0,1,0,1,,0,346,388,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,392.0,0,0,1,0,1,,0,6904,7974,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,32.0,0,0,1,0,1,,0,784,965,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,32.0,0,0,1,0,1,,0,783,963,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,8.0,0,0,1,0,1,,0,388,469,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,784.0,0,0,1,0,1,,0,9962,15800,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,64.0,0,0,1,0,1,,0,999,1475,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,1.0,64.0,0,0,1,0,1,,0,998,1472,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,16.0,0,0,1,0,1,,0,576,647,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,2.0,784.0,0,0,1,0,1,,0,19417,26647,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,2.0,64.0,0,0,1,0,1,,0,1780,2426,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,2.0,64.0,0,0,1,0,1,,0,1778,2414,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,32.0,0,0,1,0,1,,0,782,941,0.0,0
0,-1.0,,,,,,,,64.0,784.0,,,,,10.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,4.0,784.0,0,0,1,0,1,,0,37418,48079,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,4.0,64.0,0,0,1,0,1,,0,3332,4242,0.0,0
0,-1.0,,,,,,,,64.0,64.0,,,,,8.0,0.0,,2.0,0.0,1.0,0,0,0,1,0,0,2.0,,2.0,4.0,64.0,0,0,1,0,1,,0,3328,4236,0.0,0
0,0.0,,,,,,,,10.0,64.0,,,,,8.0,0.0,,2.0,1.0,1.0,0,0,0,1,0,0,8.0,,2.0,1.0,64.0,0,0,1,0,1,,0,974,1418,0.0,0
1,,9.0,1.0,4.0,1156.0,,,,,,,256.0,,4.0,,,,8.0,,,1,0,0,0,0,0,8.0,0.0,,,1.0,0,0,1,0,0,,0,257,100,0.0,0
1,,9.0,1.0,16.0,324.0,,,,,,,64.0,,4.0,,,,2.0,,,1,0,0,0,0,0,2.0,0.0,,,1.0,0,0,1,0,0,,0,237,98,0.0,0
