Hardware config,Submodule Instance,isRTL,ConvKernelDim (dimensions flattened),Dilation (dimensions flattened),Input Feature Map Channels,Input Feature Map Dim (dimensions flattened),ImgDim (dimensions flattened),K,Labels,MH,MW,NumChannels,Output Feature Map Dim (dimensions flattened),PE,Padding (dimensions flattened),SIMD,Stride (dimensions flattened),accDataType (bits),cycles_estimate,inputDataType (bits),noActivation,numInputVectors (dimensions flattened),isOp_typeConvolutioninputgeneratorrtl,isOp_typeFmpaddingrtl,isOp_typeLabelselecthls,isOp_typeMvauhls,isOp_typeMvaurtl,outputDataType (bits),parallel_window,isRam_styleAuto,isRam_styleDistributed,isRestypeAuto,isRestypeLut,weightDataType (bits),Total LUT,Total FFs,BRAM (36k eq.),DSP Blocks
builds_t2w8_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,135,263,0.0,0
builds_t2w8_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,628,322,0.0,0
builds_t2w8_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,38,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,1.0,4.0,,9500.0,8.0,,,1,0,0,0,0,8.0,0.0,0,1,0,0,,257,100,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,ConvolutionInputGenerator_rtl_1,1,9.0,1.0,16.0,324.0,,,,,,,64.0,,,1.0,4.0,,9840.0,2.0,,,1,0,0,0,0,2.0,0.0,0,1,0,0,,237,98,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,ConvolutionInputGenerator_rtl_2,1,9.0,1.0,8.0,100.0,,,,,,,16.0,,,1.0,4.0,,1336.0,2.0,,,1,0,0,0,0,2.0,0.0,0,1,0,0,,161,81,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,ConvolutionInputGenerator_rtl_3,1,9.0,1.0,16.0,36.0,,,,,,,4.0,,,1.0,4.0,,816.0,2.0,,,1,0,0,0,0,2.0,0.0,0,1,0,0,,172,81,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,1.0,,,4624.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,51,83,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,FMPadding_rtl_1,1,,,,,256.0,,,,,16.0,,,1.0,1.0,,,5184.0,2.0,,,0,1,0,0,0,,,0,0,0,0,,47,76,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,FMPadding_rtl_2,1,,,,,64.0,,,,,8.0,,,1.0,1.0,,,800.0,2.0,,,0,1,0,0,0,,,0,0,0,0,,41,66,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,FMPadding_rtl_3,1,,,,,16.0,,,,,16.0,,,1.0,1.0,,,576.0,2.0,,,0,1,0,0,0,,,0,0,0,0,,47,58,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,7.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,58,56,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,MVAU_hls_0,0,,,,,,,,16.0,36.0,,,1.0,,18.0,,13.0,8192.0,8.0,0.0,256.0,0,0,0,1,0,2.0,,0,0,1,0,2.0,586,1139,1.0,18
builds_t2w2_run8_20_modify_folding_BOTH,MVAU_hls_1,0,,,,,,,,8.0,144.0,,,1.0,,8.0,,9.0,9216.0,2.0,0.0,64.0,0,0,0,1,0,2.0,,0,0,1,0,2.0,397,638,0.5,8
builds_t2w2_run8_20_modify_folding_BOTH,MVAU_hls_2,0,,,,,,,,16.0,72.0,,,1.0,,2.0,,8.0,9216.0,2.0,0.0,16.0,0,0,0,1,0,2.0,,0,0,1,0,2.0,346,375,0.5,2
builds_t2w2_run8_20_modify_folding_BOTH,MVAU_hls_3,0,,,,,,,,8.0,144.0,,,1.0,,1.0,,9.0,4608.0,2.0,0.0,4.0,0,0,0,1,0,2.0,,0,0,1,0,2.0,779,516,0.5,1
builds_t2w2_run8_20_modify_folding_BOTH,MVAU_hls_4,0,,,,,,,,6.0,32.0,,,1.0,,1.0,,7.0,192.0,2.0,1.0,1.0,0,0,0,1,0,7.0,,0,0,1,0,2.0,322,267,0.5,1
builds_t2w2_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,14,159,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,7,23,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,5,9,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,319,37,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,69,2.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_11,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,84,27,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_12,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_13,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_14,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,108,29,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_15,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_16,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_17,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,151,295,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,106,29,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,49,53,0.5,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,71,32,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w2_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run0,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,1.0,4.0,,9500.0,8.0,,,1,0,0,0,0,8.0,0.0,0,1,0,0,,257,100,0.0,0
builds_t2w4_run0,ConvolutionInputGenerator_rtl_1,1,9.0,1.0,16.0,324.0,,,,,,,64.0,,,1.0,4.0,,9840.0,4.0,,,1,0,0,0,0,4.0,0.0,0,1,0,0,,277,100,0.0,0
builds_t2w4_run0,ConvolutionInputGenerator_rtl_2,1,9.0,1.0,8.0,100.0,,,,,,,16.0,,,1.0,4.0,,1336.0,4.0,,,1,0,0,0,0,4.0,0.0,0,1,0,0,,170,83,0.0,0
builds_t2w4_run0,ConvolutionInputGenerator_rtl_3,1,9.0,1.0,16.0,36.0,,,,,,,4.0,,,1.0,4.0,,816.0,4.0,,,1,0,0,0,0,4.0,0.0,0,1,0,0,,176,83,0.0,0
builds_t2w4_run0,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,1.0,,,4624.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,51,83,0.0,0
builds_t2w4_run0,FMPadding_rtl_1,1,,,,,256.0,,,,,16.0,,,1.0,1.0,,,5184.0,4.0,,,0,1,0,0,0,,,0,0,0,0,,47,76,0.0,0
builds_t2w4_run0,FMPadding_rtl_2,1,,,,,64.0,,,,,8.0,,,1.0,1.0,,,800.0,4.0,,,0,1,0,0,0,,,0,0,0,0,,41,66,0.0,0
builds_t2w4_run0,FMPadding_rtl_3,1,,,,,16.0,,,,,16.0,,,1.0,1.0,,,576.0,4.0,,,0,1,0,0,0,,,0,0,0,0,,47,58,0.0,0
builds_t2w4_run0,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,11.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,65,61,0.0,0
builds_t2w4_run0,MVAU_hls_0,0,,,,,,,,16.0,36.0,,,1.0,,1.0,,14.0,147456.0,8.0,0.0,256.0,0,0,0,1,0,4.0,,1,0,1,0,3.0,535,549,0.5,1
builds_t2w4_run0,MVAU_hls_1,0,,,,,,,,8.0,144.0,,,1.0,,1.0,,12.0,73728.0,4.0,0.0,64.0,0,0,0,1,0,4.0,,1,0,1,0,3.0,818,834,0.5,1
builds_t2w4_run0,MVAU_hls_2,0,,,,,,,,16.0,72.0,,,1.0,,1.0,,11.0,18432.0,4.0,0.0,16.0,0,0,0,1,0,4.0,,1,0,1,0,3.0,556,537,0.5,1
builds_t2w4_run0,MVAU_hls_3,0,,,,,,,,8.0,144.0,,,1.0,,1.0,,11.0,4608.0,4.0,0.0,4.0,0,0,0,1,0,4.0,,1,0,1,0,3.0,802,829,0.5,1
builds_t2w4_run0,MVAU_rtl_0,1,,,,,,,,6.0,32.0,,,1.0,,1.0,,11.0,192.0,4.0,1.0,1.0,0,0,0,0,1,11.0,,1,0,1,0,4.0,102,156,0.5,1
builds_t2w4_run0,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,319,37,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,69,2.0,0
builds_t2w4_run0,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_11,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,85,27,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_12,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_13,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,38,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_14,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,32,73,4.0,0
builds_t2w4_run0,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,55,24,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,108,29,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,62,25,0.0,0
builds_t2w4_run0,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,4.0,4.0,,1158.0,8.0,,,1,0,0,0,0,8.0,1.0,0,1,0,0,,141,414,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,ConvolutionInputGenerator_rtl_1,1,9.0,1.0,16.0,324.0,,,,,,,64.0,,,16.0,4.0,,615.0,4.0,,,1,0,0,0,0,4.0,0.0,0,1,0,0,,215,130,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,ConvolutionInputGenerator_rtl_2,1,9.0,1.0,8.0,100.0,,,,,,,16.0,,,2.0,4.0,,668.0,4.0,,,1,0,0,0,0,4.0,0.0,0,1,0,0,,166,80,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,ConvolutionInputGenerator_rtl_3,1,9.0,1.0,16.0,36.0,,,,,,,4.0,,,2.0,4.0,,408.0,4.0,,,1,0,0,0,0,4.0,0.0,0,1,0,0,,169,80,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,4.0,,,1156.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,64,129,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_1,1,,,,,256.0,,,,,16.0,,,1.0,8.0,,,648.0,4.0,,,0,1,0,0,0,,,0,0,0,0,,56,120,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_2,1,,,,,64.0,,,,,8.0,,,1.0,2.0,,,400.0,4.0,,,0,1,0,0,0,,,0,0,0,0,,40,65,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_3,1,,,,,16.0,,,,,16.0,,,1.0,2.0,,,288.0,4.0,,,0,1,0,0,0,,,0,0,0,0,,46,57,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,11.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,65,61,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,MVAU_hls_0,0,,,,,,,,16.0,36.0,,,4.0,,36.0,,14.0,1024.0,8.0,0.0,256.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,1840,3808,6.0,144
builds_t2w4_run26_20_modify_folding_naive_BOTH,MVAU_hls_1,0,,,,,,,,8.0,144.0,,,2.0,,36.0,,12.0,1024.0,4.0,0.0,64.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,1453,2447,3.0,72
builds_t2w4_run26_20_modify_folding_naive_BOTH,MVAU_hls_2,0,,,,,,,,16.0,72.0,,,2.0,,12.0,,11.0,768.0,4.0,0.0,16.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,748,1114,1.0,24
builds_t2w4_run26_20_modify_folding_naive_BOTH,MVAU_hls_3,0,,,,,,,,8.0,144.0,,,2.0,,4.0,,11.0,576.0,4.0,0.0,4.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,611,1019,0.5,8
builds_t2w4_run26_20_modify_folding_naive_BOTH,MVAU_rtl_0,1,,,,,,,,6.0,32.0,,,2.0,,2.0,,11.0,48.0,4.0,1.0,1.0,0,0,0,0,1,11.0,,0,0,1,0,4.0,138,228,0.5,2
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_hls_0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,879,2684,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,12,51,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,20,99,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,10,61,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,8,27,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingDataWidthConverter_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,18,48,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,341,58,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,39,70,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_11,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_12,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,130,64,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_13,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_14,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_15,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_16,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,85,33,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_17,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_18,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,31,54,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_19,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,38,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,628,322,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_20,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,23,38,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,39,70,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,39,70,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_6,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,71,134,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_7,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,71,134,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_8,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,323,161,0.0,0
builds_t2w4_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_9,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,ConvolutionInputGenerator_rtl_0,1,9.0,1.0,4.0,1156.0,,,,,,,256.0,,,4.0,4.0,,2375.0,8.0,,,1,0,0,0,0,8.0,0.0,0,1,0,0,,245,108,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,ConvolutionInputGenerator_rtl_1,1,9.0,1.0,16.0,324.0,,,,,,,64.0,,,4.0,4.0,,2460.0,4.0,,,1,0,0,0,0,4.0,0.0,0,1,0,0,,238,98,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,ConvolutionInputGenerator_rtl_2,1,9.0,1.0,8.0,100.0,,,,,,,16.0,,,1.0,4.0,,1336.0,4.0,,,1,0,0,0,0,4.0,0.0,0,1,0,0,,170,83,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,ConvolutionInputGenerator_rtl_3,1,9.0,1.0,16.0,36.0,,,,,,,4.0,,,1.0,4.0,,816.0,4.0,,,1,0,0,0,0,4.0,0.0,0,1,0,0,,176,83,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,FMPadding_rtl_0,1,,,,,1024.0,,,,,4.0,,,1.0,1.0,,,4624.0,8.0,,,0,1,0,0,0,,,0,0,0,0,,51,83,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,FMPadding_rtl_1,1,,,,,256.0,,,,,16.0,,,1.0,2.0,,,2592.0,4.0,,,0,1,0,0,0,,,0,0,0,0,,46,75,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,FMPadding_rtl_2,1,,,,,64.0,,,,,8.0,,,1.0,1.0,,,800.0,4.0,,,0,1,0,0,0,,,0,0,0,0,,41,66,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,FMPadding_rtl_3,1,,,,,16.0,,,,,16.0,,,1.0,1.0,,,576.0,4.0,,,0,1,0,0,0,,,0,0,0,0,,47,58,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,LabelSelect_hls_0,0,,,,,,1.0,6.0,,,,,1.0,,,,,6.0,11.0,,1.0,0,0,1,0,0,8.0,,0,0,0,0,,65,61,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,MVAU_hls_0,0,,,,,,,,16.0,36.0,,,1.0,,36.0,,14.0,4096.0,8.0,0.0,256.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,739,1635,2.0,36
builds_t2w4_run16_40_modify_folding_BOTH,MVAU_hls_1,0,,,,,,,,8.0,144.0,,,1.0,,16.0,,12.0,4608.0,4.0,0.0,64.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,715,1275,1.0,16
builds_t2w4_run16_40_modify_folding_BOTH,MVAU_hls_2,0,,,,,,,,16.0,72.0,,,1.0,,4.0,,11.0,4608.0,4.0,0.0,16.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,492,631,0.5,4
builds_t2w4_run16_40_modify_folding_BOTH,MVAU_hls_3,0,,,,,,,,8.0,144.0,,,1.0,,1.0,,11.0,4608.0,4.0,0.0,4.0,0,0,0,1,0,4.0,,0,0,1,0,3.0,802,829,0.5,1
builds_t2w4_run16_40_modify_folding_BOTH,MVAU_rtl_0,1,,,,,,,,6.0,32.0,,,1.0,,1.0,,11.0,192.0,4.0,1.0,1.0,0,0,0,0,1,11.0,,0,0,1,0,4.0,102,156,0.5,1
builds_t2w4_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,9,44,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,26,326,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_2,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,6,15,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_3,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,8,27,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,13,84,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingDataWidthConverter_rtl_5,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,7,24,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingFIFO_rtl_0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,319,37,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingFIFO_rtl_1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingFIFO_rtl_10,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,228,81,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingFIFO_rtl_11,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,55,24,0.0,0
builds_t2w4_run16_40_modify_folding_BOTH,StreamingFIFO_rtl_12,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,15,22,0.0,0
