Actual_Total_LUTs,Pred_Total_LUTs
6618,6822.19
931,930.1191031746032
795,795.2566666666667
708,712.7121547619048
716,715.816154761905
99,100.30370342522973
87,86.55113167388164
72,71.56978332194122
71,70.99978332194122
54,55.580331387180074
689,692.0898333333333
387,392.41666666666663
307,304.37115384615385
661,679.45
275,270.93233333333336
12,12.053412698412698
5,4.998210022433706
4,4.0845390267627115
299,298.96
30,30.11952380952381
6,5.9658504019716085
67,64.60401242236024
5,4.978210022433705
40,40.619992657437905
47,46.428434752178916
5,4.978210022433705
11,11.021536796536799
7,7.0004857370069455
11,11.021536796536799
43,43.16304483648185
48,47.346367426972485
43,43.16304483648185
6,5.9658504019716085
43,43.16304483648185
5,4.978210022433705
43,43.17097505068405
6614,7269.02
927,925.4532698412698
99,100.30370342522973
75,76.3708735095314
507,490.73
350,319.99533333333335
4224,4328.54
5,4.998210022433706
298,287.293
30,30.11952380952381
30,30.2847619047619
8,7.895921715321716
7,7.0004857370069455
38,36.841868651765225
18,18.235837662337662
7,7.0004857370069455
13684,14207.42
939,940.6991031746032
99,100.30370342522973
99,100.30370342522973
2993,2806.06
2912,2791.7
6176,6527.4
7,7.020485737006945
299,298.96
30,30.11952380952381
30,30.2847619047619
12,11.9934126984127
11,11.021536796536799
54,50.03169372644263
26,25.822753968253963
7,7.0004857370069455
6500,7687.51
924,921.6332698412698
797,795.2566666666667
720,714.2369166666668
704,713.4821547619048
99,100.30370342522973
87,86.55113167388164
72,71.56978332194122
71,70.99978332194122
54,55.580331387180074
377,393.62666666666667
669,690.9835714285714
306,302.31115384615384
662,679.45
276,270.93233333333336
4,4.0845390267627115
299,298.96
30,30.11952380952381
5,4.978210022433705
40,40.619992657437905
47,46.428434752178916
5,4.978210022433705
11,11.021536796536799
7,7.0004857370069455
30,30.2847619047619
26,25.471920634920636
43,43.16304483648185
27,26.097753968253965
5,4.978210022433705
43,43.17097505068405
6,5.9658504019716085
66,64.57401242236024
7230,7095.9
929,929.7791031746033
899,912.7576031746031
738,733.3969166666667
753,741.5720833333335
99,100.30370342522973
90,88.83648881673878
74,76.05754017619807
71,70.82711665527455
66,67.89403656869446
495,490.73
724,768.71
485,483.89
786,840.7888888888889
277,280.6556666666667
5,4.998210022433706
299,298.96
30,30.11952380952381
8,7.895921715321716
50,48.50532251432144
47,46.428434752178916
8,7.895921715321716
15,14.752190476190476
7,7.0004857370069455
30,30.2847619047619
31,25.716920634920633
43,43.16304483648185
27,26.097753968253965
8,7.895921715321716
53,50.46175433250324
7,7.0004857370069455
98,89.11833333333333
18704,10430.02
934,940.5991031746032
1112,978.461
827,798.1266666666667
843,806.1166666666667
99,100.30370342522973
98,100.30370342522973
83,83.86863649654438
80,79.87060078225868
87,87.14863167388165
2967,2791.7
3587,3112.24
3268,3033.5
3534,3099.25
304,307.12115384615385
7,7.020485737006945
299,298.96
30,30.11952380952381
12,11.9934126984127
70,66.23333333333333
47,46.428434752178916
12,11.9934126984127
22,22.713523809523807
7,7.0004857370069455
30,30.2847619047619
38,36.841868651765225
43,43.16304483648185
27,26.097753968253965
12,11.9934126984127
74,68.63
11,11.021536796536799
157,83.325
