Actual_Total LUTs,Actual_FFs,Actual_RAMBs,Actual_DSP Blocks,Pred_Total LUTs,Pred_FFs,Pred_RAMBs,Pred_DSP Blocks
0.6579,0.5808,0.0,0.0,2.0074742006796815,1.9417894395070137,2.393531906332818,0.7941634295504558
7.9192,8.0686,1.4286,0.0,6.654573737368298,6.506499437599127,2.647616514695339,1.0007647892654503
6.141,1.281,1.0714000000000001,5.4545,5.312444502798526,2.406245854641665,2.415500402936497,1.9503058386627385
5.4774,0.8402,0.3571,1.8182,5.2417306729682185,2.290132450320079,2.615517243333858,1.6774865567843855
0.7914,0.4624,0.3571,0.0,1.8317475768018583,1.3594436786000132,2.636849959221937,0.6890044514329182
0.7274,0.5282,0.3571,0.0,1.754376267854269,1.3597371478282565,2.450076878265904,0.6962172609503187
1.2575,0.4511,0.3571,0.0,1.6851443296034914,1.3265580208143122,2.4692316890372967,0.6767077092018122
1.3609,0.7632,0.3571,0.0,2.2591125704393686,1.4224131208525828,2.450386259093467,0.65879270935286
13.4004,7.5893,22.8571,0.0,2.2591125704393686,1.4224131208525828,2.450386259093467,0.65879270935286
7.295100000000001,5.0357,11.428600000000001,0.0,2.250843939023406,1.4043748584534612,2.632851451189461,0.6497520789483149
6.1128,1.1438,0.3571,0.9091,5.603772630234666,2.2999830162758315,2.6452959426559968,1.473842270717617
0.7143,0.5573,0.3571,0.0,2.702550702609376,3.275976904434522,3.4868747919782095,0.6964853924170503
1.2481,1.3553,6.0714,0.0,2.518243969617795,1.472186118323606,5.754275975034106,0.9259132790292538
3.7368,1.2867,6.785700000000001,0.0,2.5027238369911493,1.468108918661759,6.644030581698535,0.926636946395476
0.8008,0.7453,6.0714,0.0,1.9202930656973451,1.9762484856858191,5.698669124829354,0.9689598755465273
1.8402000000000003,0.6833,0.7143,0.0,2.8500205048356753,2.256054974546989,2.996248631129944,0.9689812245301928
7.295100000000001,5.0357,11.428600000000001,0.0,5.999453885578408,4.121394729772846,9.803214480581095,0.9856430279075773
13.4004,7.5893,22.8571,0.0,12.116961706392312,6.7671138672368425,20.574130811569333,1.0012967558041839
2.1335,1.8008,6.428599999999999,0.0,3.240155109432793,2.814547384158052,8.35506318043457,0.9862373602614817
6.1767,2.3863000000000003,13.2142,0.0,4.890871389683001,2.4552726871465103,10.924342338719962,0.9701777999167073
1.8402000000000003,0.6833,0.7143,0.0,2.8500205048356753,2.256054974546989,2.996248631129944,0.9689812245301928
4.9154,3.6842000000000006,2.1429,0.0,4.412386185225229,3.816759934535867,4.053968557532027,0.9397682020005987
4.9154,3.6842000000000006,2.1429,0.0,4.412386185225229,3.816759934535867,4.053968557532027,0.9397682020005987
6.1767,2.3863000000000003,13.2142,0.0,4.890871389683001,2.4552726871465103,10.924342338719962,0.9701777999167073
13.4004,7.5893,22.8571,0.0,6.235284487832627,4.500186056427014,10.536812723233343,1.0010935008448698
7.295100000000001,5.0357,11.428600000000001,0.0,4.079238805493564,3.0225521142729344,8.539338256844449,0.9872276087804316
1.8402000000000003,0.6833,0.7143,0.0,2.8500205048356753,2.256054974546989,2.996248631129944,0.9689812245301928
7.295100000000001,5.0357,11.428600000000001,0.0,5.999453885578408,4.121394729772846,9.803214480581095,0.9856430279075773
1.8402000000000003,0.6833,0.7143,0.0,2.8500205048356753,2.256054974546989,2.996248631129944,0.9689812245301928
