Hardware config,Submodule Instance,isRTL,isHLS,ActVal,ConvKernelDim,Dilation,IFMChannels,IFMDim,ImgDim,K,Labels,MH,MW,NumChannels,OFMDim,PE,Padding,SIMD,Stride,accDataType,backend,binaryXnorMode,cycles_estimate,depthwise,inputDataType,is1D,mem_mode,noActivation,numInputVectors,op_type,outputDataType,parallel_window,ram_style,resType,runtime_writeable_weights,weightDataType,Total LUT,Total FFs,BRAM (36k eq.),DSP Blocks
builds_t2w4_run11_20_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT4,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w2_run19_40_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,2312,,UINT8,,,,,FMPadding_rtl,,,,,,,65,97,0.0,0
builds_t2w2_run19_40_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,2592,,UINT2,,,,,FMPadding_rtl,,,,,,,46,75,0.0,0
builds_t2w2_run19_40_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT2,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w2_run19_40_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT2,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w8_run19_80_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,2312,,UINT8,,,,,FMPadding_rtl,,,,,,,65,97,0.0,0
builds_t2w8_run19_80_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,2592,,UINT8,,,,,FMPadding_rtl,,,,,,,50,91,0.0,0
builds_t2w8_run19_80_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT8,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w8_run19_80_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT8,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w2_run26_40_modify_folding_naive_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1156,,UINT8,,,,,FMPadding_rtl,,,,,,,64,129,0.0,0
builds_t2w2_run26_40_modify_folding_naive_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",8,,,fpgadataflow,,648,,UINT2,,,,,FMPadding_rtl,,,,,,,48,88,0.0,0
builds_t2w2_run26_40_modify_folding_naive_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,400,,UINT2,,,,,FMPadding_rtl,,,,,,,40,65,0.0,0
builds_t2w2_run26_40_modify_folding_naive_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,288,,UINT2,,,,,FMPadding_rtl,,,,,,,46,57,0.0,0
builds_t2w2_run12_40_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,4624,,UINT8,,,,,FMPadding_rtl,,,,,,,51,83,0.0,0
builds_t2w2_run12_40_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,5184,,UINT2,,,,,FMPadding_rtl,,,,,,,47,76,0.0,0
builds_t2w2_run12_40_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT2,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w2_run12_40_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT2,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w4_run12_20_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,4624,,UINT8,,,,,FMPadding_rtl,,,,,,,51,83,0.0,0
builds_t2w4_run12_20_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,5184,,UINT4,,,,,FMPadding_rtl,,,,,,,47,76,0.0,0
builds_t2w4_run12_20_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT4,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w4_run12_20_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT4,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w2_run26_80_modify_folding_naive_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1156,,UINT8,,,,,FMPadding_rtl,,,,,,,64,129,0.0,0
builds_t2w2_run26_80_modify_folding_naive_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",8,,,fpgadataflow,,648,,UINT2,,,,,FMPadding_rtl,,,,,,,48,88,0.0,0
builds_t2w2_run26_80_modify_folding_naive_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,400,,UINT2,,,,,FMPadding_rtl,,,,,,,40,65,0.0,0
builds_t2w2_run26_80_modify_folding_naive_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,288,,UINT2,,,,,FMPadding_rtl,,,,,,,46,57,0.0,0
builds_t2w4_run26_20_modify_folding_greedy_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1156,,UINT8,,,,,FMPadding_rtl,,,,,,,64,129,0.0,0
builds_t2w4_run26_20_modify_folding_greedy_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1296,,UINT4,,,,,FMPadding_rtl,,,,,,,49,90,0.0,0
builds_t2w4_run26_20_modify_folding_greedy_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT4,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w4_run26_20_modify_folding_greedy_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT4,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w8_run24_80_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1156,,UINT8,,,,,FMPadding_rtl,,,,,,,64,129,0.0,0
builds_t2w8_run24_80_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1296,,UINT8,,,,,FMPadding_rtl,,,,,,,57,122,0.0,0
builds_t2w8_run24_80_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT8,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w8_run24_80_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT8,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w2_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1156,,UINT8,,,,,FMPadding_rtl,,,,,,,64,129,0.0,0
builds_t2w2_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1296,,UINT2,,,,,FMPadding_rtl,,,,,,,45,74,0.0,0
builds_t2w2_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT2,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w2_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT2,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w8_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1156,,UINT8,,,,,FMPadding_rtl,,,,,,,64,129,0.0,0
builds_t2w8_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",8,,,fpgadataflow,,648,,UINT8,,,,,FMPadding_rtl,,,,,,,72,184,0.0,0
builds_t2w8_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,400,,UINT8,,,,,FMPadding_rtl,,,,,,,44,81,0.0,0
builds_t2w8_run26_20_modify_folding_naive_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,288,,UINT8,,,,,FMPadding_rtl,,,,,,,50,73,0.0,0
builds_t2w4_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1156,,UINT8,,,,,FMPadding_rtl,,,,,,,64,129,0.0,0
builds_t2w4_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1296,,UINT4,,,,,FMPadding_rtl,,,,,,,49,90,0.0,0
builds_t2w4_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT4,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w4_run26_80_modify_folding_greedy_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT4,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w8_run23_80_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,2312,,UINT8,,,,,FMPadding_rtl,,,,,,,65,97,0.0,0
builds_t2w8_run23_80_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1296,,UINT8,,,,,FMPadding_rtl,,,,,,,57,122,0.0,0
builds_t2w8_run23_80_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT8,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w8_run23_80_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT8,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w4_run22_80_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,2312,,UINT8,,,,,FMPadding_rtl,,,,,,,65,97,0.0,0
builds_t2w4_run22_80_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",4,,,fpgadataflow,,1296,,UINT4,,,,,FMPadding_rtl,,,,,,,49,90,0.0,0
builds_t2w4_run22_80_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT4,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w4_run22_80_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT4,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w4_run7_20_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,4624,,UINT8,,,,,FMPadding_rtl,,,,,,,51,83,0.0,0
builds_t2w4_run7_20_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,5184,,UINT4,,,,,FMPadding_rtl,,,,,,,47,76,0.0,0
builds_t2w4_run7_20_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT4,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w4_run7_20_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT4,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w4_run12_40_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,4624,,UINT8,,,,,FMPadding_rtl,,,,,,,51,83,0.0,0
builds_t2w4_run12_40_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,5184,,UINT4,,,,,FMPadding_rtl,,,,,,,47,76,0.0,0
builds_t2w4_run12_40_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT4,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w4_run12_40_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT4,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w4_run6_20_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,4624,,UINT8,,,,,FMPadding_rtl,,,,,,,51,83,0.0,0
builds_t2w4_run6_20_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,5184,,UINT4,,,,,FMPadding_rtl,,,,,,,47,76,0.0,0
builds_t2w4_run6_20_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT4,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w4_run6_20_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT4,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w8_run8_40_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,4624,,UINT8,,,,,FMPadding_rtl,,,,,,,51,83,0.0,0
builds_t2w8_run8_40_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,5184,,UINT8,,,,,FMPadding_rtl,,,,,,,47,76,0.0,0
builds_t2w8_run8_40_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT8,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w8_run8_40_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT8,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w8_run15_40_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,4624,,UINT8,,,,,FMPadding_rtl,,,,,,,51,83,0.0,0
builds_t2w8_run15_40_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,2592,,UINT8,,,,,FMPadding_rtl,,,,,,,50,91,0.0,0
builds_t2w8_run15_40_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT8,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w8_run15_40_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT8,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w4_run19_40_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,2312,,UINT8,,,,,FMPadding_rtl,,,,,,,65,97,0.0,0
builds_t2w4_run19_40_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",2,,,fpgadataflow,,2592,,UINT4,,,,,FMPadding_rtl,,,,,,,46,75,0.0,0
builds_t2w4_run19_40_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT4,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w4_run19_40_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT4,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w8_run3_40_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,4624,,UINT8,,,,,FMPadding_rtl,,,,,,,51,83,0.0,0
builds_t2w8_run3_40_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,5184,,UINT8,,,,,FMPadding_rtl,,,,,,,47,76,0.0,0
builds_t2w8_run3_40_modify_folding_BOTH,FMPadding_rtl_2,1,0,,,,,,"[8, 8]",,,,,8,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,800,,UINT8,,,,,FMPadding_rtl,,,,,,,41,66,0.0,0
builds_t2w8_run3_40_modify_folding_BOTH,FMPadding_rtl_3,1,0,,,,,,"[4, 4]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,576,,UINT8,,,,,FMPadding_rtl,,,,,,,47,58,0.0,0
builds_t2w4_run2_20_modify_folding_BOTH,FMPadding_rtl_0,1,0,,,,,,"[32, 32]",,,,,4,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,4624,,UINT8,,,,,FMPadding_rtl,,,,,,,51,83,0.0,0
builds_t2w4_run2_20_modify_folding_BOTH,FMPadding_rtl_1,1,0,,,,,,"[16, 16]",,,,,16,,,"[1, 1, 1, 1]",1,,,fpgadataflow,,5184,,UINT4,,,,,FMPadding_rtl,,,,,,,47,76,0.0,0
