Actual_Total_LUTs,Pred_Total_LUTs
6618,6618.2305
931,930.6749
795,794.9388
708,708.5358
716,715.9237
99,98.90031
87,87.138565
72,71.80276
71,71.13726
54,53.978977
689,689.3739
387,387.4576
307,306.52606
661,660.94666
275,275.04282
12,11.921448
5,4.998537
4,3.9986744
299,299.00812
30,29.980684
6,5.94024
67,66.95934
5,4.998537
40,40.41977
47,46.982056
5,4.998537
11,10.998988
7,6.9865766
11,10.9983425
43,42.996914
48,47.97254
43,42.98238
6,5.94024
43,42.98238
5,4.998537
43,42.571712
6614,6215.9595
927,925.53046
99,98.90031
75,75.111595
507,494.24594
350,315.6835
4224,4223.568
5,4.998537
298,298.09842
30,29.980684
30,29.374224
8,8.013879
7,6.9865766
38,36.491062
18,18.251455
7,6.9865766
13684,13839.23
939,928.6845
99,98.90031
99,99.18587
2993,2919.246
2912,2733.7898
6176,6171.567
7,7.0595927
299,299.00812
30,29.980684
30,29.374224
12,11.983503
11,10.9983425
54,54.87406
26,26.006079
7,6.9865766
6500,5676.2134
924,922.66895
797,794.9388
720,711.6212
704,679.40546
99,98.90031
87,87.138565
72,71.80276
71,71.13726
54,53.978977
377,359.34366
669,659.9159
306,305.1431
662,660.94666
276,275.04282
4,3.9986744
299,299.00812
30,29.980684
5,4.998537
40,40.41977
47,46.982056
5,4.998537
11,10.998988
7,6.9865766
30,29.374224
26,25.994442
43,42.98238
27,28.00542
5,4.998537
43,42.571712
6,5.94024
66,66.950264
7230,6593.919
929,925.53046
899,923.3972
738,735.4799
753,751.6399
99,98.90031
90,89.95033
74,74.00015
71,70.773056
66,66.07214
495,486.46927
724,726.9736
485,485.26895
786,784.07324
277,277.2272
5,4.998537
299,299.00812
30,29.980684
8,8.013879
50,50.05389
47,46.982056
8,8.013879
15,15.075718
7,6.9865766
30,29.374224
31,31.795145
43,42.98238
27,28.00542
8,8.013879
53,52.587116
7,6.9865766
98,98.732254
18704,13553.463
934,935.6305
1112,1090.7881
827,830.5319
843,842.70135
99,98.90031
98,98.031395
83,82.47555
80,80.01981
87,87.58553
2967,2919.246
3587,3585.946
3268,3262.4375
3534,3510.5527
304,303.013
7,7.0595927
299,299.00812
30,29.980684
12,11.983503
70,69.99019
47,46.982056
12,11.983503
22,21.489729
7,6.9865766
30,29.374224
38,36.491062
43,42.98238
27,28.00542
12,11.983503
74,73.93064
11,10.9983425
157,154.87009
27718,27717.996
224,223.9695
250,249.9797
225,224.95059
266,266.00436
225,225.08391
258,257.83887
2615,2615.0176
7129,7129.0034
2067,2067.033
3881,3880.9956
1135,1134.9978
3286,3285.9612
324,323.97018
426,426.0288
979,978.98474
498,498.03067
20,19.978739
7,6.979863
7,6.9865766
7,6.982681
8,7.992067
19,18.977797
40,39.988235
10,10.017119
13,13.033853
14,13.98195
78,77.99509
11,11.012465
10,9.9281225
911,911.0595
27,26.986282
28,27.999386
7,6.9865766
167,166.90262
12,11.983503
11,11.068414
159,158.9716
20,20.007309
131,131.1449
281,281.04437
4,3.9986744
44,43.99871
4,3.9986744
242,242.03096
5,4.998537
4,3.9986744
5,4.998537
43,42.98238
3,3.1226463
11,10.9983425
4,3.9986744
20,20.085817
8,8.013879
4,3.9986744
20,20.007309
173,172.99379
35,35.090298
76,76.05412
36,35.93253
67,66.998955
147,147.01334
364,364.0024
638,637.9768
27718,27717.996
224,223.9695
250,249.9797
225,224.95059
266,266.00436
225,225.08391
258,257.83887
2615,2615.0176
7129,7129.0034
2067,2067.033
3881,3880.9956
1135,1134.9978
3286,3285.9612
324,323.97018
426,426.0288
979,978.98474
498,498.03067
20,19.978739
7,6.979863
7,6.9865766
7,6.982681
8,7.992067
19,18.977797
40,39.988235
10,10.017119
13,13.033853
14,13.98195
78,77.99509
11,11.012465
10,9.9281225
911,911.0595
27,26.986282
28,27.999386
7,6.9865766
167,166.90262
12,11.983503
11,11.068414
159,158.9716
20,20.007309
131,131.1449
281,281.04437
4,3.9986744
44,43.99871
4,3.9986744
242,242.03096
5,4.998537
4,3.9986744
5,4.998537
43,42.98238
3,3.1226463
11,10.9983425
4,3.9986744
20,20.085817
8,8.013879
4,3.9986744
20,20.007309
173,172.99379
35,35.090298
76,76.05412
36,35.93253
67,66.998955
147,147.01334
364,364.0024
638,637.9768
27718,27717.996
224,223.9695
250,249.9797
225,224.95059
266,266.00436
225,225.08391
258,257.83887
2615,2615.0176
7129,7129.0034
2067,2067.033
3881,3880.9956
1135,1134.9978
3286,3285.9612
324,323.97018
426,426.0288
979,978.98474
498,498.03067
20,19.978739
7,6.979863
7,6.9865766
7,6.982681
8,7.992067
19,18.977797
40,39.988235
10,10.017119
13,13.033853
14,13.98195
78,77.99509
11,11.012465
10,9.9281225
911,911.0595
27,26.986282
28,27.999386
7,6.9865766
167,166.90262
12,11.983503
11,11.068414
159,158.9716
20,20.007309
131,131.1449
281,281.04437
4,3.9986744
44,43.99871
4,3.9986744
242,242.03096
5,4.998537
4,3.9986744
5,4.998537
43,42.98238
3,3.1226463
11,10.9983425
4,3.9986744
20,20.085817
8,8.013879
4,3.9986744
20,20.007309
173,172.99379
35,35.090298
76,76.05412
36,35.93253
67,66.998955
147,147.01334
364,364.0024
638,637.9768
