Repository,PE,SIMD,ram_style,resType,mem_mode,runtime_writeable_weights,inFIFODepths,outFIFODepths,impl_style,depth,parallel_window,Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP Blocks
t1w2_500fps_u,,,,,,,,,,,,5,5,0,0,14,0,0,0
t1w2_5000fps_u,,,,,,,2,2,,,,5,5,0,0,14,0,0,0
t1w2_50000fps_u,,,,,,,2,2,,,,24,24,0,0,326,0,0,0
t1w4_5000fps_u,,,,,,,2,2,,,,6,6,0,0,24,0,0,0
t1w4_50000fps_u,,,,,,,2,2,,,,14,14,0,0,104,0,0,0
t1w8_5000fps_u,,,,,,,2,2,,,,8,8,0,0,44,0,0,0
t1w8_50000fps_u,,,,,,,2,2,,,,43,43,0,0,243,0,0,0
