Repository,PE,SIMD,ram_style,resType,mem_mode,runtime_writeable_weights,inFIFODepths,outFIFODepths,impl_style,depth,parallel_window,Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP Blocks
t1w2_500fps_u,,,auto,,,,0,0,rtl,2,,48,38,0,10,15,0,0,0
t1w2_5000fps_u,,,auto,,,,0,0,rtl,2,,7,7,0,0,8,0,0,0
t1w2_50000fps_u,,,auto,,,,0,0,rtl,2,,298,298,0,0,586,0,0,0
t1w4_500fps_u,,,auto,,,,0,0,rtl,2,,7,7,0,0,11,0,0,0
t1w4_5000fps_u,,,auto,,,,0,0,rtl,2,,8,8,0,0,12,0,0,0
t1w4_50000fps_u,,,auto,,,,0,0,rtl,2,,149,149,0,0,293,0,0,0
t1w8_5000fps_u,,,auto,,,,0,0,rtl,2,,12,12,0,0,20,0,0,0
t1w8_50000fps_u,,,auto,,,,0,0,rtl,2,,77,77,0,0,148,0,0,0
