Repository,PE,SIMD,ram_style,resType,mem_mode,runtime_writeable_weights,inFIFODepths,outFIFODepths,impl_style,depth,parallel_window,Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP Blocks
t1w2_500fps_u,,,,,,,,,,,,43,35,0,8,15,0,0,0
t1w2_5000fps_u,,,auto,,,,0,0,rtl,2,,7,7,0,0,10,0,0,0
t1w2_50000fps_u,,,auto,,,,0,0,rtl,2,,16,16,0,0,28,0,0,0
t1w4_5000fps_u,,,auto,,,,0,0,rtl,2,,7,7,0,0,10,0,0,0
t1w4_50000fps_u,,,auto,,,,0,0,rtl,2,,18,18,0,0,32,0,0,0
t1w8_5000fps_u,,,auto,,,,0,0,rtl,2,,7,7,0,0,10,0,0,0
t1w8_50000fps_u,,,auto,,,,0,0,rtl,2,,26,26,0,0,48,0,0,0
