session,run_name,logical_fifo_name,chain_length,dataType_bits,tensor_volume,ram_style,impl_style,produtor_node,produtor_op,produtor_PE,produtor_cycles,p_throughput,p_transfers,consumidor_node,consumidor_op,consumidor_SIMD,consumidor_cycles,c_throughput,c_transfers,parallelism_mismatch,real_depth,cycle_ratio,theoretical_accumulation,theoretical_fifo_depth
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,2,800,auto,rtl,FMPadding_rtl_2,FMPadding_rtl,1,800,0.00125,800.0,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,1,1336,0.0007485029940119761,800.0,0,2,0.5988023952095808,320.9580838323354,320.9580838323354
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,2,1152,auto,rtl,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,1,1336,0.0007485029940119761,1152.0,StreamingDataWidthConverter_rtl_2,StreamingDataWidthConverter_rtl,1,1,1.0,1152.0,0,2,1336.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,8,1152,auto,rtl,StreamingDataWidthConverter_rtl_2,StreamingDataWidthConverter_rtl,1,1,1.0,1152.0,MVAU_hls_2,MVAU_hls,8,2304,0.003472222222222222,144.0,1,43,0.00043402777777777775,1151.5,1151.5
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,2,256,auto,rtl,MVAU_hls_2,MVAU_hls,1,2304,0.00043402777777777775,256.0,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,256.0,0,32,4.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,576.0,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,0,2,0.7058823529411765,169.41176470588232,169.41176470588232
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,StreamingDataWidthConverter_rtl_3,StreamingDataWidthConverter_rtl,1,1,1.0,576.0,0,2,816.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,8,576,auto,rtl,StreamingDataWidthConverter_rtl_3,StreamingDataWidthConverter_rtl,1,1,1.0,576.0,MVAU_hls_3,MVAU_hls,2,2304,0.0008680555555555555,288.0,1,114,0.00043402777777777775,575.75,575.75
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,2,32,auto,rtl,MVAU_hls_3,MVAU_hls,1,2304,0.00043402777777777775,32.0,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,32.0,0,2,12.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,7,6,auto,rtl,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,6.0,LabelSelect_hls_0,LabelSelect_hls,1,6,0.16666666666666666,6.0,0,2,32.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run25_optimized,StreamingFIFO_rtl,1,8,1,auto,rtl,LabelSelect_hls_0,LabelSelect_hls,1,6,0.16666666666666666,1.0,Output_Node,Output,1,1,1.0,1.0,0,2,6.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl_0,3,8,4096,auto,vivado,Input_Node,Input,1,1,1.0,4096.0,FMPadding_rtl_0,FMPadding_rtl,1,4624,0.00021626297577854672,4096.0,0,868,0.00021626297577854672,4095.114186851211,4095.114186851211
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl_1,3,8,4624,auto,vivado,FMPadding_rtl_0,FMPadding_rtl,1,4624,0.00021626297577854672,4624.0,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,1,9500,0.00010526315789473685,4624.0,0,4624,0.48673684210526313,2373.3288421052634,2373.3288421052634
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl_2,3,8,9216,auto,vivado,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,1,9500,0.00010526315789473685,9216.0,StreamingDataWidthConverter_rtl_0,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,0,4535,9500.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl_3,2,8,9216,auto,vivado,StreamingDataWidthConverter_rtl_0,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,MVAU_hls_0,MVAU_hls,4,36864,0.00010850694444444444,2304.0,1,2304,2.712673611111111e-05,9215.75,9215.75
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,4096,auto,rtl,MVAU_hls_0,MVAU_hls,1,36864,2.712673611111111e-05,4096.0,FMPadding_rtl_1,FMPadding_rtl,1,5184,0.00019290123456790122,4096.0,0,66,7.111111111111111,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,5184,auto,rtl,FMPadding_rtl_1,FMPadding_rtl,1,5184,0.00019290123456790122,5184.0,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,1,9840,0.0001016260162601626,5184.0,0,2,0.526829268292683,2452.917073170732,2452.917073170732
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,9216,auto,rtl,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,1,9840,0.0001016260162601626,9216.0,StreamingDataWidthConverter_rtl_1,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,0,2,9840.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl_7,2,8,9216,auto,rtl,StreamingDataWidthConverter_rtl_1,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,MVAU_hls_1,MVAU_hls,2,36864,5.425347222222222e-05,4608.0,1,330,2.712673611111111e-05,9215.75,9215.75
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,512,auto,rtl,MVAU_hls_1,MVAU_hls,1,36864,2.712673611111111e-05,512.0,FMPadding_rtl_2,FMPadding_rtl,1,800,0.00125,512.0,0,2,46.08,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,800,auto,rtl,FMPadding_rtl_2,FMPadding_rtl,1,800,0.00125,800.0,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,1,1336,0.0007485029940119761,800.0,0,2,0.5988023952095808,320.9580838323354,320.9580838323354
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,1152,auto,rtl,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,1,1336,0.0007485029940119761,1152.0,MVAU_hls_2,MVAU_hls,1,18432,5.425347222222222e-05,1152.0,0,69,0.0724826388888889,1068.5,1068.5
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,256,auto,rtl,MVAU_hls_2,MVAU_hls,1,18432,5.425347222222222e-05,256.0,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,256.0,0,2,32.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,576.0,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,0,2,0.7058823529411765,169.41176470588232,169.41176470588232
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,MVAU_hls_3,MVAU_hls,1,4608,0.00021701388888888888,576.0,0,124,0.17708333333333334,474.0,474.0
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,2,32,auto,rtl,MVAU_hls_3,MVAU_hls,1,4608,0.00021701388888888888,32.0,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,32.0,0,2,24.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,7,6,auto,rtl,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,6.0,LabelSelect_hls_0,LabelSelect_hls,1,6,0.16666666666666666,6.0,0,2,32.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run4_optimized,StreamingFIFO_rtl,1,8,1,auto,rtl,LabelSelect_hls_0,LabelSelect_hls,1,6,0.16666666666666666,1.0,Output_Node,Output,1,1,1.0,1.0,0,2,6.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl_0,3,8,4096,auto,vivado,Input_Node,Input,1,1,1.0,4096.0,FMPadding_rtl_0,FMPadding_rtl,1,4624,0.00021626297577854672,4096.0,0,868,0.00021626297577854672,4095.114186851211,4095.114186851211
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl_1,3,8,4624,auto,vivado,FMPadding_rtl_0,FMPadding_rtl,1,4624,0.00021626297577854672,4624.0,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,1,9500,0.00010526315789473685,4624.0,0,4624,0.48673684210526313,2373.3288421052634,2373.3288421052634
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl_2,4,8,9216,auto,vivado,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,1,9500,0.00010526315789473685,9216.0,StreamingDataWidthConverter_rtl_0,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,0,5694,9500.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl_3,2,8,9216,auto,vivado,StreamingDataWidthConverter_rtl_0,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,MVAU_hls_0,MVAU_hls,3,49152,6.103515625e-05,3072.0,1,3072,2.0345052083333332e-05,9215.8125,9215.8125
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,4096,auto,rtl,MVAU_hls_0,MVAU_hls,1,49152,2.0345052083333332e-05,4096.0,FMPadding_rtl_1,FMPadding_rtl,1,5184,0.00019290123456790122,4096.0,0,49,9.481481481481481,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,5184,auto,rtl,FMPadding_rtl_1,FMPadding_rtl,1,5184,0.00019290123456790122,5184.0,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,1,9840,0.0001016260162601626,5184.0,0,2,0.526829268292683,2452.917073170732,2452.917073170732
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,9216,auto,rtl,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,1,9840,0.0001016260162601626,9216.0,StreamingDataWidthConverter_rtl_1,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,0,2,9840.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,8,9216,auto,rtl,StreamingDataWidthConverter_rtl_1,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,MVAU_hls_1,MVAU_hls,2,36864,5.425347222222222e-05,4608.0,1,251,2.712673611111111e-05,9215.75,9215.75
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,512,auto,rtl,MVAU_hls_1,MVAU_hls,1,36864,2.712673611111111e-05,512.0,FMPadding_rtl_2,FMPadding_rtl,1,800,0.00125,512.0,0,2,46.08,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,800,auto,rtl,FMPadding_rtl_2,FMPadding_rtl,1,800,0.00125,800.0,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,1,1336,0.0007485029940119761,800.0,0,2,0.5988023952095808,320.9580838323354,320.9580838323354
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,1152,auto,rtl,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,1,1336,0.0007485029940119761,1152.0,MVAU_hls_2,MVAU_hls,1,18432,5.425347222222222e-05,1152.0,0,69,0.0724826388888889,1068.5,1068.5
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,256,auto,rtl,MVAU_hls_2,MVAU_hls,1,18432,5.425347222222222e-05,256.0,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,256.0,0,2,32.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,576.0,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,0,2,0.7058823529411765,169.41176470588232,169.41176470588232
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,MVAU_hls_3,MVAU_hls,1,4608,0.00021701388888888888,576.0,0,124,0.17708333333333334,474.0,474.0
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,2,32,auto,rtl,MVAU_hls_3,MVAU_hls,1,4608,0.00021701388888888888,32.0,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,32.0,0,2,24.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,7,6,auto,rtl,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,6.0,LabelSelect_hls_0,LabelSelect_hls,1,6,0.16666666666666666,6.0,0,2,32.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run3_optimized,StreamingFIFO_rtl,1,8,1,auto,rtl,LabelSelect_hls_0,LabelSelect_hls,1,6,0.16666666666666666,1.0,Output_Node,Output,1,1,1.0,1.0,0,2,6.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,8,4096,auto,rtl,Input_Node,Input,1,1,1.0,4096.0,FMPadding_rtl_0,FMPadding_rtl,4,1156,0.0034602076124567475,1024.0,1,217,0.0008650519031141869,4092.4567474048445,4092.4567474048445
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,8,4624,auto,rtl,FMPadding_rtl_0,FMPadding_rtl,1,1156,0.0008650519031141869,4624.0,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,4,1158,0.0034542314335060447,1156.0,1,2,0.998272884283247,7.986183074265833,7.986183074265833
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,8,9216,auto,rtl,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,1,1158,0.0008635578583765112,9216.0,MVAU_hls_0,MVAU_hls,36,1024,0.03515625,256.0,1,32,1.130859375,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,4096,auto,rtl,MVAU_hls_0,MVAU_hls,4,1024,0.00390625,1024.0,FMPadding_rtl_1,FMPadding_rtl,4,1296,0.0030864197530864196,1024.0,0,185,0.7901234567901234,859.6543209876545,214.91358024691363
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,5184,auto,rtl,FMPadding_rtl_1,FMPadding_rtl,1,1296,0.0007716049382716049,5184.0,StreamingDataWidthConverter_rtl_0,StreamingDataWidthConverter_rtl,1,1,1.0,5184.0,0,2,1296.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,8,5184,auto,rtl,StreamingDataWidthConverter_rtl_0,StreamingDataWidthConverter_rtl,1,1,1.0,5184.0,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,8,1230,0.0065040650406504065,648.0,1,32,0.0008130081300813008,5179.785365853659,5179.785365853659
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,9216,auto,rtl,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,1,1230,0.0008130081300813008,9216.0,StreamingDataWidthConverter_rtl_1,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,0,2,1230.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,8,9216,auto,rtl,StreamingDataWidthConverter_rtl_1,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,MVAU_hls_1,MVAU_hls,72,1024,0.0703125,128.0,1,2,0.0009765625,9207.0,9207.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,512,auto,rtl,MVAU_hls_1,MVAU_hls,1,1024,0.0009765625,512.0,FMPadding_rtl_2,FMPadding_rtl,1,800,0.00125,512.0,0,32,1.28,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,800,auto,rtl,FMPadding_rtl_2,FMPadding_rtl,1,800,0.00125,800.0,StreamingDataWidthConverter_rtl_2,StreamingDataWidthConverter_rtl,1,1,1.0,800.0,0,2,800.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,8,800,auto,rtl,StreamingDataWidthConverter_rtl_2,StreamingDataWidthConverter_rtl,1,1,1.0,800.0,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,2,668,0.0029940119760479044,400.0,1,2,0.0014970059880239522,798.8023952095808,798.8023952095808
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,1152,auto,rtl,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,1,668,0.0014970059880239522,1152.0,StreamingDataWidthConverter_rtl_3,StreamingDataWidthConverter_rtl,1,1,1.0,1152.0,0,2,668.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,8,1152,auto,rtl,StreamingDataWidthConverter_rtl_3,StreamingDataWidthConverter_rtl,1,1,1.0,1152.0,MVAU_hls_2,MVAU_hls,18,1024,0.017578125,64.0,1,32,0.0009765625,1150.875,1150.875
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,256,auto,rtl,MVAU_hls_2,MVAU_hls,1,1024,0.0009765625,256.0,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,256.0,0,32,1.7777777777777777,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,576.0,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,0,2,0.7058823529411765,169.41176470588232,169.41176470588232
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,StreamingDataWidthConverter_rtl_4,StreamingDataWidthConverter_rtl,1,1,1.0,576.0,0,2,816.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,8,576,auto,rtl,StreamingDataWidthConverter_rtl_4,StreamingDataWidthConverter_rtl,1,1,1.0,576.0,MVAU_hls_3,MVAU_hls,4,1152,0.003472222222222222,144.0,1,55,0.0008680555555555555,575.5,575.5
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,2,32,auto,rtl,MVAU_hls_3,MVAU_hls,1,1152,0.0008680555555555555,32.0,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,32.0,0,2,6.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,7,6,auto,rtl,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,6.0,LabelSelect_hls_0,LabelSelect_hls,1,6,0.16666666666666666,6.0,0,2,32.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run29_optimized,StreamingFIFO_rtl,1,8,1,auto,rtl,LabelSelect_hls_0,LabelSelect_hls,1,6,0.16666666666666666,1.0,Output_Node,Output,1,1,1.0,1.0,0,2,6.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl_0,3,8,4096,auto,vivado,Input_Node,Input,1,1,1.0,4096.0,FMPadding_rtl_0,FMPadding_rtl,1,4624,0.00021626297577854672,4096.0,0,868,0.00021626297577854672,4095.114186851211,4095.114186851211
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,8,4624,auto,rtl,FMPadding_rtl_0,FMPadding_rtl,1,4624,0.00021626297577854672,4624.0,StreamingDataWidthConverter_rtl_0,StreamingDataWidthConverter_rtl,1,1,1.0,4624.0,0,2,4624.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,8,4624,auto,rtl,StreamingDataWidthConverter_rtl_0,StreamingDataWidthConverter_rtl,1,1,1.0,4624.0,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,4,2375,0.0016842105263157896,1156.0,1,2,0.0004210526315789474,4622.053052631579,4622.053052631579
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,8,9216,auto,rtl,ConvolutionInputGenerator_rtl_0,ConvolutionInputGenerator_rtl,1,2375,0.0004210526315789474,9216.0,StreamingDataWidthConverter_rtl_1,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,0,2,2375.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,8,9216,auto,rtl,StreamingDataWidthConverter_rtl_1,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,MVAU_hls_0,MVAU_hls,36,4096,0.0087890625,256.0,1,32,0.000244140625,9213.75,9213.75
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,4096,auto,rtl,MVAU_hls_0,MVAU_hls,1,4096,0.000244140625,4096.0,StreamingDataWidthConverter_rtl_2,StreamingDataWidthConverter_rtl,1,1,1.0,4096.0,0,2,4096.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,8,4096,auto,rtl,StreamingDataWidthConverter_rtl_2,StreamingDataWidthConverter_rtl,1,1,1.0,4096.0,FMPadding_rtl_1,FMPadding_rtl,2,2592,0.0007716049382716049,2048.0,1,32,0.00038580246913580245,4094.41975308642,4094.41975308642
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,5184,auto,rtl,FMPadding_rtl_1,FMPadding_rtl,1,2592,0.00038580246913580245,5184.0,StreamingDataWidthConverter_rtl_3,StreamingDataWidthConverter_rtl,1,1,1.0,5184.0,0,2,2592.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,8,5184,auto,rtl,StreamingDataWidthConverter_rtl_3,StreamingDataWidthConverter_rtl,1,1,1.0,5184.0,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,4,2460,0.0016260162601626016,1296.0,1,2,0.0004065040650406504,5181.892682926829,5181.892682926829
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,9216,auto,rtl,ConvolutionInputGenerator_rtl_1,ConvolutionInputGenerator_rtl,1,2460,0.0004065040650406504,9216.0,StreamingDataWidthConverter_rtl_4,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,0,2,2460.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,8,9216,auto,rtl,StreamingDataWidthConverter_rtl_4,StreamingDataWidthConverter_rtl,1,1,1.0,9216.0,MVAU_hls_1,MVAU_hls,16,4608,0.003472222222222222,576.0,1,62,0.00021701388888888888,9214.0,9214.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,512,auto,rtl,MVAU_hls_1,MVAU_hls,1,4608,0.00021701388888888888,512.0,FMPadding_rtl_2,FMPadding_rtl,1,800,0.00125,512.0,0,32,5.76,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,800,auto,rtl,FMPadding_rtl_2,FMPadding_rtl,1,800,0.00125,800.0,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,1,1336,0.0007485029940119761,800.0,0,2,0.5988023952095808,320.9580838323354,320.9580838323354
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,1152,auto,rtl,ConvolutionInputGenerator_rtl_2,ConvolutionInputGenerator_rtl,1,1336,0.0007485029940119761,1152.0,StreamingDataWidthConverter_rtl_5,StreamingDataWidthConverter_rtl,1,1,1.0,1152.0,0,2,1336.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,8,1152,auto,rtl,StreamingDataWidthConverter_rtl_5,StreamingDataWidthConverter_rtl,1,1,1.0,1152.0,MVAU_hls_2,MVAU_hls,4,4608,0.0008680555555555555,288.0,1,45,0.00021701388888888888,1151.75,1151.75
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,256,auto,rtl,MVAU_hls_2,MVAU_hls,1,4608,0.00021701388888888888,256.0,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,256.0,0,32,8.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,FMPadding_rtl_3,FMPadding_rtl,1,576,0.001736111111111111,576.0,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,0,2,0.7058823529411765,169.41176470588232,169.41176470588232
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,576,auto,rtl,ConvolutionInputGenerator_rtl_3,ConvolutionInputGenerator_rtl,1,816,0.0012254901960784314,576.0,MVAU_hls_3,MVAU_hls,1,4608,0.00021701388888888888,576.0,0,230,0.17708333333333334,474.0,474.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,2,32,auto,rtl,MVAU_hls_3,MVAU_hls,1,4608,0.00021701388888888888,32.0,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,32.0,0,2,24.0,0.0,0.0
SAT6_T2W2_2026-04-03_02-58-10,run17_optimized,StreamingFIFO_rtl,1,7,6,auto,rtl,MVAU_hls_4,MVAU_hls,1,192,0.005208333333333333,6.0,LabelSelect_hls_0,LabelSelect_hls,1,6,0.16666666666666666,6.0,0,2,32.0,0.0,0.0
