feature,BRAM (36k eq.),DSP Blocks,Total FFs,Total LUT
bit_capacity,0.040765427,0.0,0.10512912,0.6364895
depth,0.0024325293,0.0,0.022292264,0.27574462
inWidth,0.045236606,0.0,0.10843101,0.03916485
isImpl_styleRtl,0.9115654,0.0,0.763951,0.037437536
is_bram,0.0,0.0,0.00019667529,0.0111635085
