Actual_Total LUTs,Actual_FFs,Actual_RAMBs,Actual_DSP Blocks,Pred_Total LUTs,Pred_FFs,Pred_RAMBs,Pred_DSP Blocks
3.8853,2.6316000000000006,5.714300000000001,0.0,4.453103692538042,3.178605317815082,8.24754735275426,-0.16741569717001206
7.938,8.0686,1.4286,0.0,6.895652210172294,6.764697578401188,1.8171098285474567,0.44912708508965044
1.2744,0.7829,0.3571,0.0,1.850625868670378,0.9623073112462273,0.602980068521314,0.1263857100859582
0.9117,0.5141,0.3571,0.0,1.7526177455407186,0.7815571678872257,0.5260205219733431,0.14885194152706893
3.8853,2.6316000000000006,5.714300000000001,0.0,4.453103692538042,3.178605317815082,8.24754735275426,-0.16741569717001206
0.5771,0.328,0.3571,0.0,5.874240153637698,4.869912367038743,2.854274759890388,0.23609405341555936
7.939800000000001,8.0686,1.4286,0.0,6.895652210172294,6.764697578401188,1.8171098285474567,0.44912708508965044
0.609,0.4361,3.2141999999999995,0.0,0.3075972132931617,0.2667599011492639,4.669280420745947,0.8704680875600083
0.609,0.4361,3.2141999999999995,0.0,0.3075972132931617,0.2667599011492639,4.669280420745947,0.8704680875600083
1.8026,1.0874,0.3571,0.0,3.530162390583296,1.8280519575148213,1.270453979799876,1.166370415732446
0.609,0.4361,3.2141999999999995,0.0,0.24230798109141463,0.19109653100761181,4.471498376422455,0.7722315503446229
6.141,1.281,1.0714000000000001,5.4545,5.488250214436012,2.213431942144518,1.4211777972735182,1.9727132859429446
1.3609,0.7632,0.3571,0.0,2.2093115760019475,1.1199292829447351,0.7646801055384028,0.22373089464149565
1.8402000000000003,0.6833,0.7143,0.0,2.028200510333161,1.914943368366389,1.5526215832067907,0.5108427460133195
