run_id,estimated_fps,pred_LUTs,logic_LUTs,lutrams,srls,pred_FFs,pred_BRAM,pred_DSP,LUT_util_pct,FF_util_pct,BRAM_util_pct,DSP_util_pct,max_util_pct,acc_drop,model,fifo_depths
1,834.67,5378,4276,0,1101,4037,5.0,5,10.11,3.79,3.57,2.27,10.11,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 8637, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 97, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 307, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
2,1669.34,5393,4298,0,1095,4084,4.5,6,10.14,3.84,3.21,2.73,10.14,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 3775, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 97, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 307, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
3,2504.01,5381,4270,0,1111,4243,4.5,7,10.11,3.99,3.21,3.18,10.11,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 3813, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 101, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 307, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
4,2670.94,5205,4191,0,1014,4176,3.5,8,9.78,3.92,2.5,3.64,9.78,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 2134, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 103, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 307, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
5,3338.68,5138,4128,0,1010,4155,3.5,10,9.66,3.91,2.5,4.55,9.66,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 2134, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 103, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 246, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
6,5008.01,5275,4185,0,1090,4208,3.5,12,9.92,3.95,2.5,5.45,9.92,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 1220, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 103, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 246, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
7,7512.02,5396,4291,0,1105,4429,3.0,15,10.14,4.16,2.14,6.82,10.14,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 464, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 103, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 246, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
8,8012.82,5215,4214,0,1001,4539,3.1,18,9.8,4.27,2.21,8.18,9.8,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 52, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 112, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 246, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
9,10016.03,5187,4198,0,989,4539,3.1,24,9.75,4.27,2.21,10.91,10.91,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 52, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 112, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 36, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
10,10526.32,5351,4258,0,1093,4743,4.1,30,10.06,4.46,2.93,13.64,13.64,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 36, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 130, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 36, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
11,10683.76,5278,4192,0,1085,4715,4.1,30,9.92,4.43,2.93,13.64,13.64,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 211, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 130, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 36, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 105, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
12,12507.82,4981,3898,0,1083,4722,4.1,32,9.36,4.44,2.93,14.55,14.55,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 211, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 130, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 81, 'StreamingFIFO_8': 36, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 72, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
13,15024.04,4874,3813,0,1061,4710,4.1,32,9.16,4.43,2.93,14.55,14.55,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 211, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 130, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 88, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 72, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
14,21052.63,4949,3840,0,1109,5028,4.1,51,9.3,4.73,2.93,23.18,23.18,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 167, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 88, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 72, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
15,21626.3,4863,3778,0,1085,5145,4.1,51,9.14,4.84,2.93,23.18,23.18,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 2, 'StreamingFIFO_3': 73, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 167, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 88, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 72, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
16,23741.69,4940,3800,0,1140,5134,3.6,51,9.29,4.83,2.57,23.18,23.18,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 73, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 167, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 88, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 72, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
17,24038.46,4347,3799,0,548,5264,3.6,51,8.17,4.95,2.57,23.18,23.18,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 73, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 88, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 72, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
18,30048.08,4361,3813,0,548,5265,3.6,54,8.2,4.95,2.57,24.55,24.55,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 73, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 77, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 72, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
19,32051.28,4900,4376,0,524,6595,6.0,161,9.21,6.2,4.29,73.18,73.18,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 77, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 72, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
20,34722.22,4881,4359,0,522,6614,6.0,162,9.17,6.22,4.29,73.64,73.64,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 77, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 39, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
21,42105.26,5207,4687,0,520,7440,6.5,186,9.79,6.99,4.64,84.55,84.55,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 37, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 39, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
22,42735.04,5140,4644,0,496,7434,6.5,186,9.66,6.99,4.64,84.55,84.55,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 2, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 37, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 39, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
23,43252.6,5080,4592,0,488,7434,6.5,188,9.55,6.99,4.64,85.45,85.45,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 2, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 37, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 39, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 2, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
24,53418.8,4860,4572,0,288,7420,6.5,188,9.14,6.97,4.64,85.45,85.45,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 219, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 70, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 37, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 39, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 2, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
25,86355.79,4861,4573,0,288,7540,6.5,193,9.14,7.09,4.64,87.73,87.73,3,SAT6_T2W2_DROP3,"{'StreamingFIFO_0': 219, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 70, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 37, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 35, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 2, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
