run_id,estimated_fps,pred_LUTs,logic_LUTs,lutrams,srls,pred_FFs,pred_BRAM,pred_DSP,LUT_util_pct,FF_util_pct,BRAM_util_pct,DSP_util_pct,max_util_pct,acc_drop,model,fifo_depths
11,15782.83,5075,4168,0,907,4624,4.1,24,9.54,4.35,2.93,10.91,10.91,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 213, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 110, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 346, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 108, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
12,17755.68,4990,4099,0,891,4602,4.1,30,9.38,4.33,2.93,13.64,13.64,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 213, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 110, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 108, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
13,21043.77,5054,4130,0,923,4920,4.1,49,9.5,4.62,2.93,22.27,22.27,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 156, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 108, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
14,21052.63,4751,3832,0,919,4928,4.1,51,8.93,4.63,2.93,23.18,23.18,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 156, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
15,21626.3,4665,3770,0,895,5045,4.1,51,8.77,4.74,2.93,23.18,23.18,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 2, 'StreamingFIFO_3': 83, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 156, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
16,28058.36,4742,3792,0,950,5034,3.6,51,8.91,4.73,2.57,23.18,23.18,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 83, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 156, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
17,35511.36,4333,3791,0,542,5148,3.6,51,8.14,4.84,2.57,23.18,23.18,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 83, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
18,42105.26,4872,4354,0,518,6479,6.0,158,9.16,6.09,4.29,71.82,71.82,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
19,43252.6,4805,4311,0,494,6473,6.0,158,9.03,6.08,4.29,71.82,71.82,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 2, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
20,47348.48,4585,4291,0,294,6459,6.0,158,8.62,6.07,4.29,71.82,71.82,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 219, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 70, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
21,57870.37,4585,4291,0,294,6459,6.0,158,8.62,6.07,4.29,71.82,71.82,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 219, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 70, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 72, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
22,63131.31,4613,4323,0,290,6693,6.5,173,8.67,6.29,4.64,78.64,78.64,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 219, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 70, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 32, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
23,84175.08,4558,4272,0,286,6831,6.5,179,8.57,6.42,4.64,81.36,81.36,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 219, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 70, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 32, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 2, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
24,86355.79,4506,4224,0,282,6831,6.5,181,8.47,6.42,4.64,82.27,82.27,5,SAT6_T2W2_DROP5,"{'StreamingFIFO_0': 219, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 70, 'StreamingFIFO_3': 2, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 32, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 2, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 2, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
