hw_name_base,estimated_fps,Total LUTs,FFs,BRAM (36k),DSP Blocks,folding_config
final_optimized_drop4_model_try0,1012.3096857790736,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
final_optimized_drop4_model_try1,2024.6193715581471,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 2}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
final_optimized_drop4_model_try2,2699.492495410863,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 3}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
final_optimized_drop4_model_try3,3036.9290573372205,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 3}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 2}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
final_optimized_drop4_model_try4,4049.2387431162942,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 4}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 2}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
final_optimized_drop4_model_try5,5398.984990821726,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 6}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 2}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
final_optimized_drop4_model_try6,6073.858114674441,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 6}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 3}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
final_optimized_drop4_model_try7,8098.4774862325885,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 9}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 3}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
final_optimized_drop4_model_try8,8267.195767195768,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 9}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 6}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
final_optimized_drop4_model_try9,9110.787172011662,1915,1549,0.0,0,"{""Defaults"": {""PE"": 1, ""SIMD"": 1}, ""FMPadding_rtl_0"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_0"": {""SIMD"": 1}, ""MVAU_hls_0"": {""PE"": 1, ""SIMD"": 9}, ""FMPadding_rtl_1"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_1"": {""SIMD"": 1}, ""MVAU_hls_1"": {""PE"": 1, ""SIMD"": 6}, ""FMPadding_rtl_2"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_2"": {""SIMD"": 1}, ""MVAU_hls_2"": {""PE"": 1, ""SIMD"": 2}, ""FMPadding_rtl_3"": {""SIMD"": 1}, ""ConvolutionInputGenerator_rtl_3"": {""SIMD"": 1}, ""MVAU_hls_3"": {""PE"": 1, ""SIMD"": 1}, ""MVAU_hls_4"": {""PE"": 1, ""SIMD"": 1}, ""LabelSelect_hls_0"": {""PE"": 1}}"
