Actual_Total LUTs,Pred_Total LUTs
3.8853,4.288410826989739
1.8402000000000003,2.649327633872757
0.609,1.957241375087949
5.5771,4.476195177462298
0.8008,2.1932194276675316
6.6429,5.454743911264747
3.8853,5.108834781867704
0.609,1.8815585109686503
5.0489,3.7669031621234073
0.5207,1.3761069200370195
13.4004,12.109806301206303
0.6579,2.0402734254146337
1.2575,1.7557473452699683
13.4004,7.857098634409215
