Actual_Total LUTs,Pred_Total LUTs
13.4004,12.114875726447632
0.9305,2.2457105307787084
1.5395,2.9666867998000526
3.6071,5.410217583472251
4.9154,4.719847516864841
2.1335,3.037246549206098
6.4041,7.09728636461661
1.1598,1.9491912607828166
7.295100000000001,6.461760892402797
0.5752,1.72830739214529
1.2951,2.1639533627019363
5.0602,3.762472731951599
3.8853,4.53020680310969
0.7914,1.7864440837803466
3.7368,2.3765709734796427
