Actual_Total LUTs,Actual_Logic LUTs,Actual_LUTRAMs,Actual_FFs,Actual_RAMB36,Actual_RAMB18,Actual_DSP Blocks,Pred_Total LUTs,Pred_Logic LUTs,Pred_LUTRAMs,Pred_FFs,Pred_RAMB36,Pred_RAMB18,Pred_DSP Blocks
0.5207,0.5207,0.0,0.3139,0.0,0.3571,0.0,1.3686392871732833,1.364315706094905,0.005638382905764172,1.0097867131911034,1.0098154917990931,0.3396115850391394,0.1899509821029692
51.2801,51.2801,0.0,4.9756,6.4286,0.0,45.4545,6.4902629934220375,6.490967296331389,-0.009893013875859717,2.198920692999352,1.9653260922945397,0.27406259579215575,1.89237717263946
1.0301,1.0301,0.0,0.4032,2.8571,0.3571,0.0,0.31354170458763686,0.29606058145969855,0.0006455061212762066,0.13567503847512774,3.570128732351949,0.363963392710445,-0.20793118279831935
2.1335,2.1335,0.0,1.8008,5.714300000000001,0.7143,0.0,3.2874881819736403,3.2923328545881554,0.005278341815407858,2.410441860037509,6.257669225230783,0.3519469973926712,0.021140401103720563
1.8401999999999998,1.8401999999999998,0.0,0.6833,0.7143,0.0,0.0,1.4971949221141139,1.4852335970177302,0.004391727184661776,0.4821744109758998,0.7284242310317462,0.009223320684528956,-0.033815939119755944
0.9756,0.9756,0.0,0.9126,1.4286,0.0,0.0,7.924656352258144,7.905247898749641,0.003265024062870491,4.222755142151932,13.352870921753409,0.12764813744904127,0.17186618426030864
8.7538,8.7538,0.0,4.1184,2.8571,0.0,0.0,3.339287006086967,3.342319011129377,0.0006447673525204017,1.8369665857208517,1.2481957839390727,0.18728334099749933,0.2371382579419476
0.5132,0.48869999999999997,0.0747,0.2904,0.0,0.0,0.0,0.9118137966561933,0.892920717431652,0.034435850205589286,-0.009205273930476049,1.5310381523231356,0.2548818334509156,-0.19847997247924742
1.2444,1.2444,0.0,0.4474,0.0,0.3571,0.0,1.317866026490358,1.3087346910916327,0.019987526800724156,0.37129523888804916,1.9319753470531973,0.292726909558203,-0.1868450101395902
5.577099999999999,5.577099999999999,0.0,0.8111,0.0,0.3571,0.4545,5.653151422081577,5.653861978604636,-0.008720808895179677,1.585038645202026,0.5596021350818302,0.32448918913932445,2.176423814206832
0.5752,0.5752,0.0,0.328,0.0,0.3571,0.0,0.9653925311837747,0.955908353453355,0.024883278721766038,0.12612417095237854,1.71328596266448,0.2983839380400394,-0.13363037135554479
5.4774,5.4774,0.0,0.8402,0.0,0.3571,1.8182,6.21031772860982,6.211391727462126,-0.005891850729539064,1.439347583694992,0.6643144184450773,0.3268209974238472,2.6185912181834836
3.8853000000000004,3.8853000000000004,0.0,2.6316000000000006,5.714300000000001,0.0,0.0,6.4220457042585695,6.4046356701469325,-0.0029710944216918937,4.064793216397508,10.50699427217281,0.012636447282742446,-0.026557167541750026
0.7274,0.7274,0.0,0.5282,0.0,0.3571,0.0,1.553737014782935,1.5433884175324244,0.02126102549611978,0.5561119347861821,2.2423496518255885,0.2728061554574503,-0.1781434805505422
4.9154,4.9154,0.0,3.6842000000000006,2.1429,0.0,0.0,5.264470946362337,5.259718631846038,0.006050903986918649,4.021471699088834,2.1422152302667956,-0.0025070394430684127,0.4064880671576358
2.1335,2.1335,0.0,1.8008,5.714300000000001,0.7143,0.0,3.5189429228516285,3.5256508644358227,0.004839844945470327,2.552903967773343,6.664425274686154,0.3284369283563822,0.04923682007066027
2.1335,2.1335,0.0,1.8008,5.714300000000001,0.7143,0.0,3.4598762737733355,3.4674752197936254,-0.002213360536244548,2.8512476333939603,5.521549296988333,0.233040250784255,-0.14466518839403947
0.5771,0.5771,0.0,0.328,0.0,0.3571,0.0,0.9653925311837747,0.955908353453355,0.024883278721766038,0.12612417095237854,1.71328596266448,0.2983839380400394,-0.13363037135554479
6.642900000000001,6.642900000000001,0.0,1.6344,0.0,0.3571,0.4545,5.489282796048922,5.487596576815558,-0.000410321554637989,2.1595418783779916,0.7851982628800724,0.335597888894579,1.6688315226734733
0.7143,0.7143,0.0,0.5573,0.0,0.3571,0.0,4.664759665706623,4.665857377358726,0.010784090405456881,3.25752415651752,1.550032916802171,0.11140304419210627,0.5191495213705745
3.8853000000000004,3.8853000000000004,0.0,2.6316000000000006,5.714300000000001,0.0,0.0,4.8523699545652255,4.830104067604283,0.004348748672860981,3.2674793576229626,8.065245173578738,0.07939152563950923,0.07009423504133472
0.9117,0.9117,0.0,0.5141,0.0,0.3571,0.0,1.9205215560077786,1.9122877043873587,0.010325721731791925,0.9268162169842303,2.1668370311270295,0.28572926810420274,-0.07888751592871418
0.5188,0.5188,0.0,0.219,0.0,0.3571,0.0,-0.032533282080336005,-0.0402526681736661,0.01931565268306156,-0.01734653091857343,0.26985382990498524,0.31154033002885767,-0.2994703255416434
1.1598,1.1598,0.0,0.891,0.0,0.3571,0.0,2.490578513477578,2.482078463612088,0.007667871808209516,1.2995368571812371,2.432460028265998,0.2543129903296538,-0.04121364468682748
11.6015,11.6015,0.0,15.9126,2.8571,0.0,0.9091,11.018174613169071,11.017392934681187,0.0020714528296702146,12.215462708908074,2.5266485428737258,0.011595568316565861,0.7465378395284535
0.5733,0.5733,0.0,0.328,0.0,0.3571,0.0,0.9653925311837747,0.955908353453355,0.024883278721766038,0.12612417095237854,1.71328596266448,0.2983839380400394,-0.13363037135554479
6.5714,6.5714,0.0,1.781,0.0,0.3571,1.8182,6.466653282629091,6.470458726144091,-0.004701635110348403,2.245247608308668,0.714026668539205,0.3185647884264947,2.1140252640495847
