Actual_Total_LUTs,Pred_Total_LUTs
6618,6504.892520562771
931,928.0276853146854
795,798.7820357142859
708,712.7284087301589
716,716.6812063492065
99,99.04430952380953
87,87.47417063492063
72,71.59987301587302
71,70.96601587301586
54,56.87326190476191
689,695.3346031746031
387,385.13947979797973
307,302.9500277777777
661,669.9766031746033
275,276.4466984126984
12,12.0
5,5.0
4,4.0
299,298.4425912698414
30,30.0
6,5.98
67,65.6490230880231
5,5.0
40,41.46308333333332
47,47.03288095238095
5,5.0
11,11.0
7,7.0
11,11.0
43,43.0
48,48.257313492063474
43,43.0
6,5.98
43,43.0
5,5.0
43,42.82636904761904
6614,6595.948484848485
927,926.3115186480188
99,99.04430952380953
75,74.9184523809524
507,491.38125396825404
350,361.0639401154401
4224,4305.723420634921
5,5.0
298,292.4005912698413
30,30.0
30,30.0
8,8.0
7,7.0
38,35.73040476190476
18,17.97138492063492
7,7.0
13684,15664.402146825398
939,938.3582720057718
99,99.04430952380953
99,99.04430952380953
2993,2974.4094166666655
2912,2859.3624999999993
6176,6591.062377705626
7,7.0
299,298.4425912698414
30,30.0
30,30.0
12,12.0
11,11.0
54,52.843757936507934
26,26.180619047619054
7,7.0
6500,6467.672425324675
924,923.3044926739927
797,798.7820357142859
720,716.7922777777779
704,712.7284087301589
99,99.04430952380953
87,87.47417063492063
72,71.59987301587302
71,70.96601587301586
54,56.87326190476191
377,379.4760353535353
669,673.5566031746031
306,302.9500277777777
662,669.9766031746033
276,276.4466984126984
4,4.0
299,298.4425912698414
30,30.0
5,5.0
40,41.46308333333332
47,47.03288095238095
5,5.0
11,11.0
7,7.0
30,30.0
26,25.560896825396824
43,43.0
27,27.151976190476198
5,5.0
43,42.82636904761904
6,5.98
66,65.6490230880231
7230,6768.5501991342
929,928.0276853146854
899,912.6006535686537
738,736.92575
753,747.7070912698414
99,99.04430952380953
90,87.90369444444443
74,74.5559642857143
71,71.1708492063492
66,66.47052380952383
495,490.851253968254
724,764.2006706349207
485,486.58492063492076
786,879.3576944444446
277,276.6998650793651
5,5.0
299,298.4425912698414
30,30.0
8,8.0
50,48.25680158730159
47,47.03288095238095
8,8.0
15,14.910170634920632
7,7.0
30,30.0
31,29.6062619047619
43,43.0
27,27.151976190476198
8,8.0
53,52.28878174603175
7,7.0
98,93.05861904761905
18704,15958.14795238095
934,936.0699386724386
1112,1038.1075753968255
827,811.9032500000004
843,826.73378968254
99,99.04430952380953
98,98.54430952380953
83,83.80629761904761
80,79.12119047619049
87,87.58417063492062
2967,2864.5549999999994
3587,3535.135321428572
3268,3261.716043650793
3534,3511.462404761906
304,304.6388373015873
7,7.0
299,298.4425912698414
30,30.0
12,12.0
70,68.67303896103897
47,47.03288095238095
12,12.0
22,22.53560714285714
7,7.0
30,30.0
38,35.73040476190476
43,43.0
27,27.151976190476198
12,12.0
74,69.68250721500722
11,11.0
157,163.30897619047622
27718,28072.85663492064
224,224.01371428571431
250,250.90811904761904
225,225.0637142857143
266,265.3857943722943
225,224.9937142857143
258,257.9151349206349
2615,2643.364710317461
7129,7148.929952380951
2067,2025.0536031746035
3881,3893.951684065934
1135,1117.3934141414145
3286,3279.065546897546
324,322.94551948051947
426,424.0230108225107
979,980.3739155844154
498,497.0620873015874
20,20.0
7,7.0
7,7.0
7,7.0
8,8.0
19,18.973464285714286
40,39.994289682539694
10,10.004
13,13.046904761904761
14,14.017261904761904
78,77.90799206349209
11,11.0
10,10.004
911,908.3217216117217
27,26.904142857142865
28,28.0
7,7.0
167,166.01780194805195
12,12.0
11,11.0
159,159.61307575757576
20,20.0
131,131.82114285714292
281,279.3580692640693
4,4.0
44,44.0
4,4.0
242,242.90402380952378
5,5.0
4,4.0
5,5.0
43,43.0
3,3.01
11,11.0
4,4.0
20,20.0
8,8.0
4,4.0
20,20.0
173,170.5476190476191
35,35.05
76,75.85664285714287
36,36.008141025641024
67,66.84900865800867
147,145.5140865800866
364,366.1402914862915
638,637.2395476190478
27718,28072.85663492064
224,224.01371428571431
250,250.90811904761904
225,225.0637142857143
266,265.3857943722943
225,224.9937142857143
258,257.9151349206349
2615,2643.364710317461
7129,7148.929952380951
2067,2025.0536031746035
3881,3893.951684065934
1135,1117.3934141414145
3286,3279.065546897546
324,322.94551948051947
426,424.0230108225107
979,980.3739155844154
498,497.0620873015874
20,20.0
7,7.0
7,7.0
7,7.0
8,8.0
19,18.973464285714286
40,39.994289682539694
10,10.004
13,13.046904761904761
14,14.017261904761904
78,77.90799206349209
11,11.0
10,10.004
911,908.3217216117217
27,26.904142857142865
28,28.0
7,7.0
167,166.01780194805195
12,12.0
11,11.0
159,159.61307575757576
20,20.0
131,131.82114285714292
281,279.3580692640693
4,4.0
44,44.0
4,4.0
242,242.90402380952378
5,5.0
4,4.0
5,5.0
43,43.0
3,3.01
11,11.0
4,4.0
20,20.0
8,8.0
4,4.0
20,20.0
173,170.5476190476191
35,35.05
76,75.85664285714287
36,36.008141025641024
67,66.84900865800867
147,145.5140865800866
364,366.1402914862915
638,637.2395476190478
27718,28072.85663492064
224,224.01371428571431
250,250.90811904761904
225,225.0637142857143
266,265.3857943722943
225,224.9937142857143
258,257.9151349206349
2615,2643.364710317461
7129,7148.929952380951
2067,2025.0536031746035
3881,3893.951684065934
1135,1117.3934141414145
3286,3279.065546897546
324,322.94551948051947
426,424.0230108225107
979,980.3739155844154
498,497.0620873015874
20,20.0
7,7.0
7,7.0
7,7.0
8,8.0
19,18.973464285714286
40,39.994289682539694
10,10.004
13,13.046904761904761
14,14.017261904761904
78,77.90799206349209
11,11.0
10,10.004
911,908.3217216117217
27,26.904142857142865
28,28.0
7,7.0
167,166.01780194805195
12,12.0
11,11.0
159,159.61307575757576
20,20.0
131,131.82114285714292
281,279.3580692640693
4,4.0
44,44.0
4,4.0
242,242.90402380952378
5,5.0
4,4.0
5,5.0
43,43.0
3,3.01
11,11.0
4,4.0
20,20.0
8,8.0
4,4.0
20,20.0
173,170.5476190476191
35,35.05
76,75.85664285714287
36,36.008141025641024
67,66.84900865800867
147,145.5140865800866
364,366.1402914862915
638,637.2395476190478
