Hardware config,Submodule Instance,ConvKernelDim,Dilation,K,Labels,PE,Padding,Stride,numInputVectors,Total LUT,Total FFs,BRAM (36k eq.),DSP Blocks
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,108,29,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,23,38,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,170,37,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,49,53,2.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,49,53,0.5,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,55,24,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w4_run10_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,49,53,0.5,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_12,,,,,,,,,82,40,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_16,,,,,,,,,61,25,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_18,,,,,,,,,23,38,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_2,,,,,,,,,628,322,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_20,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_3,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_4,,,,,,,,,23,38,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_6,,,,,,,,,39,70,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_7,,,,,,,,,39,70,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_8,,,,,,,,,178,88,0.0,0
builds_t2w2_run26_10_modify_folding_naive_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,628,322,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,55,24,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,162,80,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,55,24,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,123,35,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,191,51,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_20,,,,,,,,,31,54,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_21,,,,,,,,,15,22,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,133,49,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,39,70,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,71,134,0.0,0
builds_t2w8_run22_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,71,134,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,84,27,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,108,29,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,15,22,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,151,295,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,106,29,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,49,53,0.5,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,71,32,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w2_run8_10_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,55,24,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,162,80,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,55,24,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,123,35,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,15,22,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,31,54,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,191,51,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_20,,,,,,,,,15,22,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,23,38,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,133,49,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,204,51,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,39,70,0.0,0
builds_t2w8_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,301,588,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,162,80,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,123,35,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,15,22,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,31,54,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,191,51,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_20,,,,,,,,,15,22,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,196,37,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,23,38,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,98,48,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,39,70,0.0,0
builds_t2w8_run20_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,301,588,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,155,57,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,71,32,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,85,27,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,191,51,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_20,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_21,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,2711,375,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,106,29,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,55,24,0.0,0
builds_t2w2_run18_40_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,84,27,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,108,29,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,23,38,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,15,22,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,151,295,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,106,29,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,49,53,0.5,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,98,48,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w4_run8_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,86,33,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,123,29,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,23,38,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,170,37,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,49,53,0.5,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,54,25,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w4_run13_40_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,162,80,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,55,24,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,71,32,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,55,24,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,86,27,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,15,22,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,191,51,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_20,,,,,,,,,15,22,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,122,29,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,55,24,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w2_run19_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,391,76,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,86,33,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,123,29,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,23,38,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,170,37,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,23,38,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,83,27,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,123,29,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w4_run14_40_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,162,80,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,82,27,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,84,27,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,31,54,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,32,69,2.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,29,65,3.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,60,25,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,195,37,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w8_run2_40_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t2w2_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t2w2_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_12,,,,,,,,,82,40,0.0,0
builds_t2w2_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_20_modify_folding_naive_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
