Hardware config,Submodule Instance,ConvKernelDim,Dilation,K,Labels,PE,Padding,Stride,numInputVectors,Total LUT,Total FFs,BRAM (36k eq.),DSP Blocks
builds_t2w2_run24_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,2742,404,0.0,0
builds_t2w2_run24_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,15,22,0.0,0
builds_t2w2_run24_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,82,27,0.0,0
builds_t2w2_run24_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w2_run24_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,71,32,0.0,0
builds_t2w2_run24_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t2w2_run24_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,178,88,0.0,0
builds_t2w2_run24_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,55,24,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,120,35,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,108,29,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,31,54,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,15,22,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,15,22,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,151,295,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,106,29,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,23,38,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,337,88,0.0,0
builds_t2w8_run9_40_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,118,35,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,108,29,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,31,54,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,46,57,2.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,105,29,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,180,65,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w8_run6_40_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,55,24,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,71,32,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,55,24,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,83,27,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,39,70,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_20,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,628,322,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,55,24,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,23,38,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,23,38,0.0,0
builds_t2w2_run23_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,178,88,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_10,,,,,,,,,23,38,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_11,,,,,,,,,23,38,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_12,,,,,,,,,226,112,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_13,,,,,,,,,23,38,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_14,,,,,,,,,23,38,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_15,,,,,,,,,23,38,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_16,,,,,,,,,133,49,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_17,,,,,,,,,23,38,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_18,,,,,,,,,47,86,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_19,,,,,,,,,31,54,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_2,,,,,,,,,628,322,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_20,,,,,,,,,15,22,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_4,,,,,,,,,71,134,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_5,,,,,,,,,71,134,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_6,,,,,,,,,135,263,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_7,,,,,,,,,135,263,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_8,,,,,,,,,628,322,0.0,0
builds_t2w8_run26_80_modify_folding_naive_BOTH,StreamingFIFO_rtl_9,,,,,,,,,23,38,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,331,44,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,23,38,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,55,24,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,98,48,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,55,24,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,83,27,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,15,22,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,23,38,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,191,51,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_20,,,,,,,,,15,22,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,39,70,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,301,588,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,84,33,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,124,35,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,23,38,0.0,0
builds_t2w4_run21_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,151,295,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,55,24,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,331,118,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,59,25,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,155,43,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,31,54,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,628,322,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,296,59,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,39,70,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,162,80,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,71,134,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,301,588,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,23,38,0.0,0
builds_t2w8_run1_10_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,55,24,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,55,24,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,181,65,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,59,25,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,119,35,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,23,38,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,628,322,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,170,37,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,23,38,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,98,48,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,39,70,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,151,295,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,55,24,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,15,22,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,85,27,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,23,38,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,32,69,2.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,32,69,4.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,55,24,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,46,57,0.5,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,15,22,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w4_run1_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,62,25,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,55,24,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,109,41,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,59,25,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,83,27,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_17,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_18,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_19,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,628,322,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,113,29,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,71,32,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,23,38,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,79,150,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w2_run26_80_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,55,24,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_10,,,,,,,,,55,24,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_12,,,,,,,,,79,150,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_13,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_14,,,,,,,,,55,24,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_17,,,,,,,,,124,35,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_18,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_19,,,,,,,,,23,38,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_2,,,,,,,,,628,322,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_20,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_3,,,,,,,,,170,37,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_4,,,,,,,,,23,38,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_5,,,,,,,,,98,48,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_6,,,,,,,,,39,70,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_7,,,,,,,,,301,588,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w4_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_9,,,,,,,,,55,24,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,82,27,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,84,27,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,23,38,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,32,69,2.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,29,65,4.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,69,27,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,49,53,0.5,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w4_run3_20_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_0,,,,,,,,,319,37,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_1,,,,,,,,,32,69,2.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_10,,,,,,,,,108,29,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_11,,,,,,,,,15,22,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_12,,,,,,,,,15,22,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_13,,,,,,,,,84,27,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_14,,,,,,,,,15,22,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_15,,,,,,,,,15,22,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_16,,,,,,,,,15,22,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_2,,,,,,,,,29,65,1.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_3,,,,,,,,,29,61,3.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_4,,,,,,,,,84,27,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_5,,,,,,,,,15,22,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_6,,,,,,,,,15,22,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_7,,,,,,,,,121,29,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_8,,,,,,,,,15,22,0.0,0
builds_t2w2_run4_10_modify_folding_BOTH,StreamingFIFO_rtl_9,,,,,,,,,15,22,0.0,0
builds_t2w8_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_0,,,,,,,,,341,58,0.0,0
builds_t2w8_run26_10_modify_folding_greedy_BOTH,StreamingFIFO_rtl_1,,,,,,,,,39,70,0.0,0
