Repo,Instance,Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP Blocks
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,6,6,0,0,7,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,67,43,0,24,17,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,5,5,0,0,8,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,40,32,0,8,14,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,47,47,0,0,53,0,1,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,5,5,0,0,8,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,11,11,0,0,18,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,7,7,0,0,10,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,11,11,0,0,19,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,43,43,0,0,57,2,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,48,38,0,10,15,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,43,43,0,0,57,0,1,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,6,6,0,0,7,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,43,43,0,0,57,0,1,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,5,5,0,0,8,0,0,0
t2w2_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,43,35,0,8,15,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1,9279,8351,390,538,10915,3,5,0
t2w2_50000fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_0,973,753,220,0,724,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_1,815,705,110,0,595,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_2,718,688,30,0,456,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_3,722,692,30,0,455,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_FMPadding_hls_0,112,112,0,0,124,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_FMPadding_hls_1,89,89,0,0,89,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_FMPadding_hls_2,72,72,0,0,62,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_FMPadding_hls_3,71,71,0,0,60,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_LabelSelect_hls_0,54,54,0,0,54,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_MVAU_hls_0,1919,1919,0,0,3261,2,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_MVAU_hls_1,819,819,0,0,1393,1,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_MVAU_hls_2,305,305,0,0,349,0,1,0
t2w2_50000fps_u,StreamingDataflowPartition_1_MVAU_hls_3,421,421,0,0,492,0,1,0
t2w2_50000fps_u,StreamingDataflowPartition_1_MVAU_hls_4,275,275,0,0,233,0,1,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_hls_0,320,320,0,0,938,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_0,12,12,0,0,51,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_1,23,23,0,0,326,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_2,5,5,0,0,15,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_3,7,7,0,0,27,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_4,4,4,0,0,9,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_5,4,4,0,0,9,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,310,86,0,224,35,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,20,20,0,0,36,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,166,94,0,72,82,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,26,24,0,2,12,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,47,37,0,10,15,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,43,43,0,0,57,0,1,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,43,43,0,0,57,0,1,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,26,24,0,2,12,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,38,30,0,8,14,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,7,7,0,0,8,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_18,64,44,0,20,17,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_19,5,5,0,0,8,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,257,97,0,160,45,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_20,11,11,0,0,18,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_21,7,7,0,0,10,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,36,36,0,0,68,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,299,299,0,0,586,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,8,8,0,0,12,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,39,31,0,8,18,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,12,12,0,0,20,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,74,42,0,32,27,0,0,0
t2w2_50000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,20,20,0,0,36,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1,7230,6472,450,308,5886,6,8,0
t2w4_500fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_0,929,749,180,0,520,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_1,899,749,150,0,481,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_2,738,678,60,0,476,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_3,753,693,60,0,475,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_FMPadding_hls_0,99,99,0,0,95,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_FMPadding_hls_1,90,90,0,0,79,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_FMPadding_hls_2,74,74,0,0,70,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_FMPadding_hls_3,71,71,0,0,68,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_LabelSelect_hls_0,66,66,0,0,66,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_MVAU_hls_0,495,495,0,0,549,0,1,0
t2w4_500fps_u,StreamingDataflowPartition_1_MVAU_hls_1,724,724,0,0,812,0,1,0
t2w4_500fps_u,StreamingDataflowPartition_1_MVAU_hls_2,485,485,0,0,547,0,1,0
t2w4_500fps_u,StreamingDataflowPartition_1_MVAU_hls_3,786,786,0,0,806,0,1,0
t2w4_500fps_u,StreamingDataflowPartition_1_MVAU_hls_4,277,277,0,0,334,0,1,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_0,5,5,0,0,15,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,299,75,0,224,29,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,30,30,0,0,69,2,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,8,8,0,0,12,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,50,34,0,16,16,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,47,47,0,0,53,0,1,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,8,8,0,0,12,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,15,15,0,0,26,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,7,7,0,0,10,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,30,30,0,0,73,4,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,31,27,0,4,14,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,43,43,0,0,57,0,1,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,27,27,0,0,61,0,1,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,8,8,0,0,12,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,53,37,0,16,17,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,7,7,0,0,11,0,0,0
t2w4_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,98,50,0,48,21,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1,7672,6898,450,324,6753,4,8,0
t2w4_5000fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_0,930,750,180,0,520,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_1,891,741,150,0,481,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_2,735,675,60,0,476,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_3,755,695,60,0,475,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_FMPadding_hls_0,99,99,0,0,95,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_FMPadding_hls_1,90,90,0,0,79,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_FMPadding_hls_2,74,74,0,0,70,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_FMPadding_hls_3,71,71,0,0,68,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_LabelSelect_hls_0,66,66,0,0,66,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_MVAU_hls_0,959,959,0,0,1157,0,1,0
t2w4_5000fps_u,StreamingDataflowPartition_1_MVAU_hls_1,617,617,0,0,948,0,1,0
t2w4_5000fps_u,StreamingDataflowPartition_1_MVAU_hls_2,487,487,0,0,547,0,1,0
t2w4_5000fps_u,StreamingDataflowPartition_1_MVAU_hls_3,784,784,0,0,806,0,1,0
t2w4_5000fps_u,StreamingDataflowPartition_1_MVAU_hls_4,277,277,0,0,334,0,1,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_0,12,12,0,0,86,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_1,6,6,0,0,24,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_2,5,5,0,0,15,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,299,75,0,224,29,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,30,30,0,0,69,2,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,7,7,0,0,11,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,98,50,0,48,21,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,8,8,0,0,12,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,50,34,0,16,16,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,47,47,0,0,53,0,1,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,8,8,0,0,12,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_16,15,15,0,0,26,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_17,7,7,0,0,10,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,11,11,0,0,19,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,43,43,0,0,57,2,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,60,40,0,20,17,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,43,43,0,0,57,0,1,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,7,7,0,0,11,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,43,43,0,0,57,0,1,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,8,8,0,0,12,0,0,0
t2w4_5000fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,53,37,0,16,17,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1,18704,17592,720,392,9136,6,8,6
t2w8_500fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_0,934,754,180,0,520,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_1,1112,812,300,0,527,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_2,827,707,120,0,516,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_ConvolutionInputGenerator_hls_3,843,723,120,0,515,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_FMPadding_hls_0,99,99,0,0,95,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_FMPadding_hls_1,98,98,0,0,95,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_FMPadding_hls_2,83,83,0,0,86,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_FMPadding_hls_3,80,80,0,0,84,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_LabelSelect_hls_0,87,87,0,0,87,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_MVAU_hls_0,2967,2967,0,0,863,0,1,1
t2w8_500fps_u,StreamingDataflowPartition_1_MVAU_hls_1,3587,3587,0,0,1746,0,1,1
t2w8_500fps_u,StreamingDataflowPartition_1_MVAU_hls_2,3268,3268,0,0,1217,0,1,2
t2w8_500fps_u,StreamingDataflowPartition_1_MVAU_hls_3,3534,3534,0,0,1739,0,1,1
t2w8_500fps_u,StreamingDataflowPartition_1_MVAU_hls_4,304,304,0,0,460,0,1,1
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingDataWidthConverter_rtl_0,7,7,0,0,27,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_0,299,75,0,224,29,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_1,30,30,0,0,69,2,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_10,12,12,0,0,20,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_11,70,38,0,32,20,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_12,47,47,0,0,53,0,1,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_13,12,12,0,0,20,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_14,22,22,0,0,40,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_15,7,7,0,0,10,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_2,30,30,0,0,73,4,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_3,38,30,0,8,18,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_4,43,43,0,0,57,0,1,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_5,27,27,0,0,61,0,1,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_6,12,12,0,0,20,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_7,74,42,0,32,21,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_8,11,11,0,0,19,0,0,0
t2w8_500fps_u,StreamingDataflowPartition_1_StreamingFIFO_rtl_9,157,61,0,96,29,0,0,0
